8/19/2015,10:53:50 AM,PIL21,,,,,,,,,,
Date,Time,P,T,Int_load,Ext_load,Disp,Intensifier,6v,T_bath,pist_13_mm,pist_20_mm,time (s)
8/19/2015,10:54:10 AM,0.616121,263.9852,0.018019,0.000584,1.813833,-3.882096,6.029335,263.7672,263.9574,264.0567,39250
8/19/2015,10:54:24 AM,0.618003,263.9871,0.017908,0.000585,1.884289,-3.882172,6.029399,263.7756,263.958,264.0596,39264
8/19/2015,10:54:38 AM,0.615957,263.9868,0.019488,0.000557,1.913661,-3.890389,6.029285,263.7831,263.9611,264.0635,39278
8/19/2015,10:54:52 AM,0.616971,263.9908,0.017984,0.000343,1.894987,-3.883805,6.029335,263.7799,263.9606,264.0656,39292
8/19/2015,10:55:06 AM,0.617223,263.9905,0.018032,0.000354,1.89438,-3.883907,6.029006,263.7894,263.9608,264.0709,39306
8/19/2015,10:55:20 AM,0.617187,263.9942,0.017858,0.000356,1.894354,-3.883729,6.028918,263.7816,263.9624,264.0726,39320
8/19/2015,10:55:34 AM,0.617138,263.9934,0.017854,0.000357,1.894367,-3.883869,6.02893,263.7836,263.9649,264.0745,39334
8/19/2015,10:55:48 AM,0.617163,263.9953,0.01782,0.000357,1.894367,-3.883742,6.02888,263.7775,263.9619,264.0749,39348
8/19/2015,10:56:02 AM,0.617152,263.9965,0.017814,0.000357,1.894354,-3.883704,6.02893,263.7735,263.962,264.0779,39362
8/19/2015,10:56:16 AM,0.617242,263.9965,0.017781,0.000358,1.894367,-3.883793,6.028842,263.7676,263.9645,264.0797,39376
8/19/2015,10:56:30 AM,0.61716,263.9979,0.017773,0.000359,1.894329,-3.883805,6.028791,263.7538,263.9636,264.0804,39390
8/19/2015,10:56:44 AM,0.617172,263.9972,0.017743,0.000358,1.894316,-3.883818,6.028753,263.7425,263.9637,264.081,39404
8/19/2015,10:56:58 AM,0.617151,263.9992,0.01774,0.000357,1.894303,-3.883755,6.028702,263.7295,263.9658,264.0807,39418
8/19/2015,10:57:12 AM,0.617177,264.0001,0.017731,0.000358,1.894303,-3.883729,6.028626,263.712,263.9645,264.0791,39432
8/19/2015,10:57:26 AM,0.617095,263.9987,0.017727,0.000358,1.894278,-3.883704,6.028576,263.7024,263.9647,264.0787,39446
8/19/2015,10:57:40 AM,0.617068,263.9973,0.017747,0.000357,1.894291,-3.883717,6.028576,263.6732,263.9616,264.0754,39460
8/19/2015,10:57:54 AM,0.617115,263.9937,0.017772,0.000358,1.894266,-3.883565,6.028525,263.6743,263.964,264.0731,39474
8/19/2015,10:58:08 AM,0.617103,263.9927,0.017758,0.000357,1.89424,-3.883552,6.028285,263.6519,263.9596,264.0741,39488
8/19/2015,10:58:22 AM,0.617114,263.9882,0.017754,0.000358,1.894152,-3.883565,6.028335,263.6376,263.9575,264.0728,39502
8/19/2015,10:58:36 AM,0.617141,263.9872,0.017754,0.000358,1.894139,-3.883438,6.028259,263.6259,263.9593,264.0738,39516
8/19/2015,10:58:50 AM,0.617166,263.9826,0.017756,0.000358,1.894114,-3.883324,6.028183,263.6061,263.9567,264.0712,39530
8/19/2015,10:59:04 AM,0.617065,263.9764,0.017764,0.000357,1.894088,-3.883489,6.028171,263.5895,263.9566,264.0717,39544
8/19/2015,10:59:18 AM,0.617125,263.9716,0.017744,0.000358,1.89405,-3.883337,6.028107,263.5655,263.956,264.0714,39558
8/19/2015,10:59:32 AM,0.617046,263.968,0.017756,0.000357,1.894114,-3.883362,6.028082,263.5441,263.9582,264.0709,39572
8/19/2015,10:59:46 AM,0.617319,263.959,0.017745,0.000358,1.894126,-3.883476,6.028474,263.5169,263.956,264.0707,39586
8/19/2015,11:00:00 AM,0.617714,263.9573,0.017753,0.000361,1.893595,-3.882185,6.028297,263.4911,263.956,264.0702,39600
8/19/2015,11:00:14 AM,0.616786,263.9507,0.017732,0.000492,1.897215,-3.88197,6.028297,263.4757,263.9579,264.07,39614
8/19/2015,11:00:28 AM,0.617517,263.9489,0.017765,0.000573,1.912598,-3.88197,6.037046,263.4525,263.9585,264.0706,39628
8/19/2015,11:00:42 AM,0.61773,263.9471,0.018781,0.000553,1.917472,-3.882476,6.028398,263.4324,263.9587,264.0705,39642
8/19/2015,11:00:56 AM,0.617295,263.9453,0.0188,0.00056,1.917776,-3.881678,6.028449,263.4172,263.9578,264.0714,39656
8/19/2015,11:01:10 AM,0.617556,263.9443,0.018959,0.000561,1.918802,-3.881818,6.028449,263.4061,263.9588,264.0674,39670
8/19/2015,11:01:24 AM,0.617289,263.944,0.018981,0.00056,1.920485,-3.881134,6.028538,263.3997,263.9578,264.0706,39684
8/19/2015,11:01:38 AM,0.617379,263.9439,0.019085,0.000561,1.922499,-3.882273,6.028538,263.3945,263.9577,264.0702,39698
8/19/2015,11:01:52 AM,0.617084,263.9451,0.019231,0.000561,1.924347,-3.881387,6.028436,263.3951,263.96,264.0699,39712
8/19/2015,11:02:06 AM,0.617793,263.9433,0.019374,0.000562,1.925892,-3.881957,6.028588,263.3962,263.9576,264.0697,39726
8/19/2015,11:02:20 AM,0.61725,263.9426,0.019429,0.000562,1.928803,-3.880957,6.028538,263.3964,263.9566,264.0693,39740
8/19/2015,11:02:34 AM,0.617537,263.9384,0.019513,0.000562,1.930095,-3.882413,6.028563,263.397,263.9545,264.0664,39754
8/19/2015,11:02:48 AM,0.617148,263.9361,0.019669,0.000563,1.931336,-3.880856,6.028424,263.399,263.953,264.0636,39768
8/19/2015,11:03:02 AM,0.617707,263.9318,0.019791,0.000562,1.932095,-3.881982,6.0285,263.4015,263.9522,264.0613,39782
8/19/2015,11:03:16 AM,0.617531,263.9315,0.02,0.000564,1.932804,-3.880919,6.028487,263.4036,263.9474,264.0615,39796
8/19/2015,11:03:30 AM,0.617471,263.9302,0.020235,0.000564,1.933057,-3.8824,6.028639,263.4075,263.9471,264.0574,39810
8/19/2015,11:03:44 AM,0.617863,263.9282,0.020498,0.000566,1.935526,-3.880957,6.028386,263.4138,263.9428,264.0571,39824
8/19/2015,11:03:58 AM,0.617309,263.9256,0.020901,0.000568,1.93645,-3.881944,6.028639,263.417,263.9402,264.0542,39838
8/19/2015,11:04:12 AM,0.61763,263.9233,0.021264,0.000569,1.938109,-3.880969,6.028512,263.4223,263.9366,264.0511,39852
