12/10/2015,11:36:55 AM,PIL33,,,,,,,,,,
Date,Time,P,T,Int_load,Ext_load,Disp,Intensifier,6v,T_bath,pist_13_mm,pist_20_mm,time (s)
12/10/2015,11:37:15 AM,0.579369,263.9886,0.02276,0.000199,0.495539,-3.950767,6.028259,261.9404,263.7956,263.9477,41835
12/10/2015,11:37:29 AM,0.579363,263.9903,0.02269,0.000199,0.495536,-3.950754,6.028272,262.0158,263.7919,263.9463,41849
12/10/2015,11:37:43 AM,0.57929,263.9869,0.022595,0.000199,0.495549,-3.950767,6.028234,262.0973,263.7899,263.944,41863
12/10/2015,11:37:58 AM,0.579452,263.9907,0.0225,0.000199,0.49554,-3.950703,6.028209,262.1807,263.7894,263.942,41878
12/10/2015,11:38:12 AM,0.579298,263.9882,0.022482,0.0002,0.495554,-3.950716,6.028424,262.2714,263.7873,263.942,41892
12/10/2015,11:38:26 AM,0.579286,263.9903,0.022409,0.0002,0.495566,-3.950716,6.028259,262.3624,263.7831,263.9387,41906
12/10/2015,11:38:40 AM,0.579298,263.9873,0.02238,0.0002,0.495579,-3.950678,6.028297,262.4547,263.778,263.9359,41920
12/10/2015,11:38:54 AM,0.579281,263.9848,0.022333,0.0002,0.495624,-3.950665,6.028285,262.5485,263.7726,263.9312,41934
12/10/2015,11:39:08 AM,0.579352,263.9844,0.022241,0.0002,0.495712,-3.950703,6.028234,262.6461,263.7683,263.9266,41948
12/10/2015,11:39:23 AM,0.57934,263.9797,0.022244,0.000201,0.495733,-3.950665,6.028272,262.7432,263.7665,263.9242,41963
12/10/2015,11:39:37 AM,0.579206,263.98,0.022198,0.0002,0.495571,-3.950678,6.028247,262.8415,263.7632,263.9185,41977
12/10/2015,11:39:51 AM,0.579238,263.9781,0.022138,0.000201,0.495626,-3.950653,6.028234,262.931,263.7596,263.9121,41991
12/10/2015,11:40:05 AM,0.579295,263.9776,0.022055,0.000201,0.495596,-3.950653,6.028247,263.0159,263.7556,263.9053,42005
12/10/2015,11:40:19 AM,0.579268,263.979,0.022024,0.000201,0.4956,-3.950665,6.028272,263.0918,263.7486,263.8977,42019
12/10/2015,11:40:33 AM,0.57924,263.9757,0.02198,0.000201,0.495721,-3.950602,6.028259,263.1634,263.7448,263.8924,42033
12/10/2015,11:40:47 AM,0.579188,263.98,0.02194,0.000202,0.495767,-3.950653,6.028247,263.2316,263.7379,263.8889,42047
12/10/2015,11:41:02 AM,0.57924,263.979,0.021862,0.000202,0.495738,-3.950615,6.028285,263.2959,263.7338,263.8794,42062
12/10/2015,11:41:16 AM,0.579235,263.9818,0.02182,0.000202,0.495846,-3.950589,6.028259,263.3521,263.7276,263.8742,42076
12/10/2015,11:41:30 AM,0.579245,263.9871,0.021778,0.000202,0.495992,-3.950627,6.028259,263.4102,263.7244,263.8703,42090
12/10/2015,11:41:44 AM,0.579193,263.9867,0.021781,0.000202,0.495957,-3.950678,6.028272,263.461,263.7231,263.8666,42104
12/10/2015,11:41:58 AM,0.579092,263.9902,0.021704,0.000203,0.495903,-3.950602,6.028221,263.4123,263.717,263.8588,42118
12/10/2015,11:42:12 AM,0.579124,263.9945,0.021654,0.000202,0.495882,-3.950336,6.028234,262.7612,263.7139,263.8576,42132
12/10/2015,11:42:27 AM,0.579127,263.9963,0.021618,0.000203,0.495887,-3.950311,6.028221,262.2529,263.71,263.8549,42147
12/10/2015,11:42:41 AM,0.579196,263.997,0.021601,0.000203,0.495878,-3.950324,6.028297,261.4253,263.7063,263.853,42161
12/10/2015,11:42:55 AM,0.579165,263.9987,0.021539,0.000203,0.495984,-3.950286,6.028285,260.2524,263.7033,263.8528,42175
12/10/2015,11:43:09 AM,0.579116,263.9991,0.021517,0.000203,0.495976,-3.950273,6.028272,259.063,263.7019,263.8508,42189
12/10/2015,11:43:23 AM,0.579216,263.996,0.02146,0.000202,0.495977,-3.950286,6.028285,257.9066,263.7013,263.8476,42203
12/10/2015,11:43:37 AM,0.579117,263.993,0.021432,0.000204,0.496003,-3.950286,6.028272,256.8407,263.7001,263.8465,42217
12/10/2015,11:43:52 AM,0.578984,263.9894,0.021383,0.000204,0.496119,-3.95026,6.028259,255.8646,263.6965,263.8464,42232
12/10/2015,11:44:06 AM,0.578979,263.9847,0.021346,0.000204,0.496106,-3.950273,6.028285,254.9639,263.6948,263.8441,42246
12/10/2015,11:44:20 AM,0.579035,263.9778,0.021311,0.000204,0.496109,-3.950298,6.028297,254.1481,263.694,263.8389,42260
12/10/2015,11:44:34 AM,0.579092,263.9725,0.02127,0.000205,0.496175,-3.950248,6.028247,253.4999,263.6895,263.8377,42274
12/10/2015,11:44:48 AM,0.579103,263.967,0.021222,0.000204,0.496218,-3.950286,6.028247,253.641,263.6887,263.8341,42288
12/10/2015,11:45:02 AM,0.579073,263.9615,0.021188,0.000204,0.496222,-3.950311,6.028221,254.2776,263.6852,263.8274,42302
12/10/2015,11:45:16 AM,0.57912,263.9578,0.021156,0.000204,0.496238,-3.95026,6.028323,255.062,263.6821,263.8238,42316
12/10/2015,11:45:31 AM,0.579164,263.9542,0.02113,0.000204,0.496247,-3.950273,6.028297,255.8544,263.6774,263.8204,42331
