12/12/2015,11:25:27 AM,PIL36,,,,,,,,,,
Date,Time,P,T,Int_load,Ext_load,Disp,Intensifier,6v,T_bath,pist_13_mm,pist_20_mm,time (s)
12/12/2015,12:05:51 PM,0.565787,263.8324,0.024538,0.000466,0.575994,-3.949171,6.028753,256.0148,263.3138,263.4237,43551
12/12/2015,12:06:05 PM,0.565845,263.8317,0.024495,0.000464,0.644076,-3.949197,6.028816,256.3548,263.3133,263.4227,43565
12/12/2015,12:06:20 PM,0.565758,263.8314,0.02454,0.000464,0.711472,-3.949159,6.02888,256.7287,263.3122,263.4291,43580
12/12/2015,12:06:34 PM,0.566309,263.8301,0.024524,0.000466,0.791121,-3.949222,6.028816,257.1254,263.3183,263.4309,43594
12/12/2015,12:06:48 PM,0.566363,263.8285,0.024443,0.000467,0.86256,-3.949361,6.028943,257.5403,263.3181,263.433,43608
12/12/2015,12:07:02 PM,0.566854,263.8282,0.024477,0.000468,0.940532,-3.949285,6.028918,257.9633,263.3211,263.4382,43622
12/12/2015,12:07:16 PM,0.566792,263.8266,0.024507,0.00047,1.012258,-3.949222,6.028981,258.3919,263.3227,263.4385,43636
12/12/2015,12:07:30 PM,0.56713,263.8253,0.024531,0.000473,1.08912,-3.949298,6.029032,258.8314,263.3239,263.4444,43650
12/12/2015,12:07:44 PM,0.567075,263.825,0.024492,0.000474,1.158613,-3.949209,6.029057,259.2725,263.3249,263.4468,43664
12/12/2015,12:07:58 PM,0.567326,263.8227,0.024495,0.000475,1.228955,-3.949488,6.029209,259.7158,263.3244,263.4509,43678
12/12/2015,12:08:12 PM,0.567563,263.8169,0.024516,0.000475,1.300221,-3.949374,6.029171,260.1613,263.3234,263.4492,43692
12/12/2015,12:08:26 PM,0.568133,263.819,0.024467,0.000476,1.374817,-3.949463,6.029146,260.5642,263.3231,263.4481,43706
12/12/2015,12:08:40 PM,0.568404,263.8161,0.024463,0.000475,1.447704,-3.949602,6.02926,260.9309,263.3196,263.45,43720
12/12/2015,12:08:54 PM,0.568506,263.8165,0.024499,0.000475,1.520299,-3.949437,6.029297,261.2611,263.3231,263.4466,43734
12/12/2015,12:09:08 PM,0.568513,263.8173,0.02451,0.000476,1.590945,-3.949374,6.029272,261.5647,263.322,263.4507,43748
12/12/2015,12:09:22 PM,0.568868,263.8181,0.024565,0.000477,1.663236,-3.949412,6.029272,261.8384,263.325,263.4509,43762
12/12/2015,12:09:36 PM,0.569206,263.8209,0.02484,0.000478,1.736819,-3.949361,6.030374,262.084,263.3288,263.4541,43776
12/12/2015,12:09:50 PM,0.570452,263.8234,0.024595,0.000346,1.736199,-3.958173,6.041667,262.3091,263.3316,263.4546,43790
