8/12/2015,12:30:32 PM,PIL19,,,,,,,,,
Date,Time,P,T,Int_load,Ext_load,Disp,Intensifier,6v,T_bath,pist_13_mm,pist_20_mm
8/12/2015,1:24:48 PM,0.555186,263.9096,0.030556,0.000557,1.944832,-3.872474,6.027056,266.2566,263.6384,263.7618
8/12/2015,1:25:02 PM,0.554802,263.9145,0.030411,0.000556,1.951871,-3.872386,6.026993,266.2917,263.6432,263.7659
8/12/2015,1:25:16 PM,0.554902,263.9216,0.030292,0.000555,1.957112,-3.87236,6.027006,266.3269,263.65,263.77
8/12/2015,1:25:30 PM,0.555379,263.9231,0.030235,0.000555,1.963151,-3.872614,6.026955,266.3601,263.6542,263.7736
8/12/2015,1:25:44 PM,0.554973,263.9251,0.030093,0.000554,1.969456,-3.872411,6.026955,266.3917,263.6549,263.7746
8/12/2015,1:25:58 PM,0.555055,263.9305,0.030023,0.000554,1.976622,-3.872411,6.026968,266.4216,263.6582,263.774
8/12/2015,1:26:12 PM,0.554985,263.9329,0.029937,0.000553,1.983117,-3.872322,6.026943,266.4516,263.6602,263.7749
8/12/2015,1:26:26 PM,0.55544,263.9366,0.029881,0.000552,1.989397,-3.872538,6.02693,266.4801,263.6603,263.7747
8/12/2015,1:26:40 PM,0.555041,263.9371,0.029819,0.000552,1.997335,-3.872652,6.026993,266.5042,263.6645,263.7777
8/12/2015,1:26:54 PM,0.555196,263.9392,0.029746,0.000552,2.003805,-3.872424,6.027019,266.5228,263.6655,263.7786
8/12/2015,1:27:08 PM,0.55531,263.9367,0.029638,0.000551,2.012224,-3.872386,6.027019,266.5349,263.6662,263.7775
8/12/2015,1:27:22 PM,0.555232,263.937,0.029589,0.00055,2.019048,-3.87274,6.027044,266.54,263.6669,263.777
8/12/2015,1:27:36 PM,0.555265,263.9366,0.029524,0.000549,2.027277,-3.872614,6.026993,266.5323,263.6656,263.7757
8/12/2015,1:27:50 PM,0.555397,263.9317,0.029429,0.000549,2.034152,-3.872626,6.026981,266.5217,263.6659,263.777
8/12/2015,1:28:04 PM,0.555396,263.9326,0.02933,0.000549,2.042432,-3.872348,6.026993,266.4986,263.6639,263.776
8/12/2015,1:28:18 PM,0.555319,263.9323,0.029245,0.000547,2.048028,-3.872715,6.027031,266.4676,263.6646,263.7768
8/12/2015,1:28:32 PM,0.555445,263.9309,0.02916,0.000546,2.055459,-3.872727,6.027019,266.4311,263.6649,263.7755
8/12/2015,1:28:46 PM,0.555814,263.9299,0.029074,0.000546,2.061384,-3.872753,6.026981,266.3884,263.6633,263.7755
8/12/2015,1:29:00 PM,0.555767,263.9266,0.029032,0.000545,2.069348,-3.872462,6.027031,266.3435,263.6618,263.774
8/12/2015,1:29:14 PM,0.555416,263.9289,0.028944,0.000544,2.076197,-3.872424,6.026993,266.298,263.662,263.7737
8/12/2015,1:29:28 PM,0.555496,263.9244,0.028872,0.000545,2.082565,-3.87236,6.026955,266.2614,263.6631,263.7745
8/12/2015,1:29:42 PM,0.555577,263.926,0.028847,0.000544,2.090795,-3.87231,6.026955,266.2279,263.6608,263.7727
8/12/2015,1:29:56 PM,0.555813,263.9238,0.028809,0.000543,2.099252,-3.872664,6.027056,266.2015,263.6623,263.7747
8/12/2015,1:30:10 PM,0.555568,263.9212,0.028776,0.000544,2.104924,-3.872373,6.026892,266.1878,263.6593,263.7758
8/12/2015,1:30:24 PM,0.555283,263.9196,0.028711,0.000543,2.111318,-3.872411,6.026905,266.1759,263.6613,263.7737
8/12/2015,1:30:38 PM,0.555828,263.917,0.028678,0.000543,2.117103,-3.872234,6.026955,266.1731,263.66,263.7742
8/12/2015,1:30:52 PM,0.555801,263.9164,0.028627,0.000542,2.125016,-3.872259,6.026917,266.1754,263.6587,263.7721
8/12/2015,1:31:06 PM,0.555785,263.9128,0.028587,0.000542,2.131764,-3.872652,6.026892,266.185,263.6598,263.7716
8/12/2015,1:31:20 PM,0.555547,263.9138,0.028559,0.000541,2.136411,-3.872601,6.02693,266.1975,263.658,263.7713
8/12/2015,1:31:34 PM,0.555618,263.9109,0.028508,0.000541,2.144463,-3.872436,6.026879,266.2127,263.6575,263.7698
8/12/2015,1:31:48 PM,0.555642,263.9119,0.028419,0.00054,2.15216,-3.872145,6.026905,266.231,263.6574,263.7688
8/12/2015,1:32:02 PM,0.556009,263.9116,0.028358,0.000539,2.161846,-3.872411,6.026905,266.249,263.6541,263.7644
8/12/2015,1:32:16 PM,0.555955,263.9126,0.028314,0.000539,2.168745,-3.872639,6.02693,266.2709,263.6529,263.7639
8/12/2015,1:32:30 PM,0.55573,263.9093,0.028267,0.000539,2.174088,-3.872576,6.026917,266.2954,263.6515,263.7629
8/12/2015,1:32:44 PM,0.555595,263.9113,0.028208,0.000539,2.182254,-3.872348,6.026867,266.319,263.6522,263.7604
8/12/2015,1:32:58 PM,0.555834,263.9077,0.028264,0.000538,2.188103,-3.872411,6.026867,266.3408,263.6489,263.7609
8/12/2015,1:33:12 PM,0.555995,263.9117,0.0282,0.000537,2.195674,-3.872259,6.026854,266.3665,263.6494,263.7588
8/12/2015,1:33:26 PM,0.556298,263.908,0.028169,0.000537,2.202689,-3.872411,6.02693,266.3928,263.6497,263.7611
8/12/2015,1:33:40 PM,0.556145,263.9104,0.028113,0.000535,2.209348,-3.87231,6.026765,266.418,263.6483,263.7614
8/12/2015,1:33:54 PM,0.555671,263.9097,0.028087,0.000535,2.216717,-3.872297,6.02693,266.4453,263.6499,263.764
8/12/2015,1:34:08 PM,0.556288,263.9116,0.028034,0.000535,2.222844,-3.872082,6.026816,266.4695,263.6507,263.7679
8/12/2015,1:34:22 PM,0.556151,263.9152,0.028038,0.000534,2.22977,-3.872436,6.026879,266.4946,263.6517,263.7707
8/12/2015,1:34:36 PM,0.556064,263.9155,0.027986,0.000533,2.235707,-3.872487,6.026829,266.5196,263.6578,263.775
8/12/2015,1:34:50 PM,0.556079,263.9181,0.027876,0.000533,2.242949,-3.872576,6.026816,266.5449,263.6601,263.7779
8/12/2015,1:35:04 PM,0.556166,263.919,0.027865,0.000533,2.253179,-3.872234,6.026841,266.572,263.6632,263.7823
8/12/2015,1:35:18 PM,0.556399,263.9223,0.027798,0.000533,2.257876,-3.872196,6.02693,266.5944,263.6662,263.7843
8/12/2015,1:35:32 PM,0.555969,263.9266,0.027748,0.000533,2.263864,-3.872322,6.026816,266.6215,263.6689,263.7871
8/12/2015,1:35:46 PM,0.556304,263.9272,0.027715,0.000532,2.269777,-3.872424,6.026765,266.6455,263.6717,263.7903
8/12/2015,1:36:00 PM,0.556375,263.9318,0.027672,0.000531,2.277803,-3.872474,6.02674,266.669,263.6726,263.7893
8/12/2015,1:36:14 PM,0.556314,263.9348,0.027661,0.000531,2.284387,-3.872348,6.026791,266.6928,263.6754,263.7912
8/12/2015,1:36:29 PM,0.556297,263.9357,0.027656,0.00053,2.292186,-3.872133,6.026829,266.7129,263.6759,263.7923
8/12/2015,1:36:43 PM,0.556394,263.9382,0.02761,0.000529,2.298833,-3.87236,6.026803,266.7359,263.6762,263.7892
8/12/2015,1:36:57 PM,0.556578,263.939,0.027608,0.00053,2.306505,-3.872614,6.026765,266.7495,263.6779,263.7925
8/12/2015,1:37:11 PM,0.55637,263.9421,0.027587,0.00053,2.312772,-3.872576,6.026765,266.7656,263.6774,263.789
8/12/2015,1:37:25 PM,0.556379,263.9415,0.027583,0.00053,2.321533,-3.872259,6.026765,266.773,263.6791,263.7944
8/12/2015,1:37:39 PM,0.556379,263.9458,0.027543,0.00053,2.327471,-3.872196,6.026702,266.7727,263.6814,263.7892
8/12/2015,1:37:53 PM,0.556349,263.9477,0.027489,0.000529,2.334295,-3.872221,6.026702,266.7654,263.6821,263.7929
8/12/2015,1:38:07 PM,0.556123,263.9458,0.027435,0.000528,2.342929,-3.872322,6.026715,266.7487,263.6834,263.7922
8/12/2015,1:38:21 PM,0.556599,263.9483,0.027401,0.000528,2.347715,-3.872563,6.026677,266.7255,263.6852,263.7951
8/12/2015,1:38:35 PM,0.556403,263.9526,0.027278,0.000529,2.354083,-3.87236,6.026715,266.6932,263.6865,263.7961
8/12/2015,1:38:49 PM,0.556417,263.9509,0.027266,0.000528,2.361515,-3.872221,6.026651,266.6583,263.6871,263.7954
8/12/2015,1:39:03 PM,0.556342,263.9504,0.027231,0.000528,2.368541,-3.872538,6.026689,266.6152,263.6897,263.7954
8/12/2015,1:39:17 PM,0.556484,263.952,0.027145,0.000527,2.375163,-3.8725,6.026664,266.5752,263.6898,263.7957
8/12/2015,1:39:31 PM,0.556409,263.9548,0.02714,0.000527,2.381455,-3.872424,6.026651,266.5311,263.6927,263.7964
8/12/2015,1:39:45 PM,0.556403,263.9527,0.027099,0.000526,2.388532,-3.872297,6.026664,266.4875,263.6936,263.7996
8/12/2015,1:39:59 PM,0.55674,263.9566,0.027084,0.000527,2.395736,-3.872158,6.026677,266.45,263.6985,263.8009
8/12/2015,1:40:13 PM,0.556712,263.9548,0.027068,0.000526,2.403142,-3.872386,6.026677,266.4076,263.7007,263.8042
8/12/2015,1:40:27 PM,0.556411,263.9529,0.027033,0.000526,2.410359,-3.872487,6.026639,266.3679,263.7009,263.806
8/12/2015,1:40:41 PM,0.556504,263.9485,0.027025,0.000526,2.416132,-3.87231,6.026727,266.3263,263.7043,263.8107
8/12/2015,1:40:55 PM,0.556489,263.9458,0.026981,0.000526,2.422589,-3.872398,6.026639,266.276,263.7033,263.8111
8/12/2015,1:41:09 PM,0.556582,263.9419,0.026886,0.000526,2.428793,-3.872171,6.026677,266.2252,263.7079,263.8134
8/12/2015,1:41:23 PM,0.556857,263.9389,0.026857,0.000526,2.436693,-3.872474,6.026651,266.1654,263.7096,263.8188
8/12/2015,1:41:37 PM,0.556532,263.9376,0.026842,0.000526,2.443125,-3.872284,6.026626,266.1093,263.7157,263.8219
8/12/2015,1:41:51 PM,0.556686,263.932,0.026799,0.000525,2.451531,-3.872335,6.026626,266.0415,263.7175,263.8246
8/12/2015,1:42:05 PM,0.556738,263.9253,0.026741,0.000525,2.457241,-3.872171,6.026613,265.9752,263.72,263.8282
8/12/2015,1:42:19 PM,0.557047,263.9207,0.02669,0.000525,2.464116,-3.872171,6.026563,265.915,263.7213,263.8299
8/12/2015,1:42:33 PM,0.557033,263.9152,0.026678,0.000524,2.471952,-3.872133,6.02655,265.8539,263.7186,263.8308
8/12/2015,1:42:47 PM,0.556706,263.9137,0.02667,0.000524,2.478903,-3.872069,6.026563,265.8079,263.7208,263.8305
8/12/2015,1:43:01 PM,0.556902,263.9091,0.026615,0.000524,2.484967,-3.872322,6.026563,265.7727,263.7196,263.832
8/12/2015,1:43:15 PM,0.556759,263.9042,0.026618,0.000525,2.491981,-3.872246,6.02655,265.7458,263.72,263.8317
8/12/2015,1:43:29 PM,0.556681,263.9013,0.026595,0.000525,2.4994,-3.872044,6.026588,265.7356,263.7223,263.8329
8/12/2015,1:43:43 PM,0.557355,263.9004,0.026551,0.000524,2.506326,-3.871879,6.02655,265.7311,263.7177,263.8304
8/12/2015,1:43:57 PM,0.557135,263.8994,0.026566,0.000525,2.511833,-3.871968,6.026487,265.7381,263.7179,263.8327
8/12/2015,1:44:11 PM,0.557128,263.8962,0.026576,0.000525,2.51867,-3.872069,6.026512,265.748,263.7175,263.8316
8/12/2015,1:44:25 PM,0.557369,263.8951,0.02654,0.000525,2.525646,-3.87231,6.026512,265.7631,263.716,263.8311
8/12/2015,1:44:39 PM,0.557408,263.8932,0.026547,0.000525,2.531508,-3.87231,6.026499,265.7849,263.715,263.8308
8/12/2015,1:44:53 PM,0.556978,263.8935,0.026496,0.000525,2.538952,-3.871981,6.026499,265.8077,263.7106,263.8284
8/12/2015,1:45:07 PM,0.557144,263.8906,0.026427,0.000526,2.54546,-3.871892,6.026499,265.8331,263.7109,263.8279
8/12/2015,1:45:21 PM,0.557477,263.8932,0.026413,0.000525,2.550764,-3.872006,6.026423,265.8623,263.7088,263.8252
8/12/2015,1:45:35 PM,0.557194,263.889,0.026375,0.000525,2.558918,-3.872335,6.026461,265.8909,263.7074,263.8237
8/12/2015,1:45:49 PM,0.556981,263.8866,0.026357,0.000526,2.565349,-3.871981,6.026423,265.9228,263.7057,263.8222
8/12/2015,1:46:03 PM,0.557374,263.8912,0.026369,0.000526,2.572933,-3.872031,6.026461,265.958,263.7041,263.819
8/12/2015,1:46:17 PM,0.557509,263.8903,0.026358,0.000521,2.579453,-3.872133,6.026474,265.9897,263.7042,263.8195
8/12/2015,1:46:31 PM,0.557149,263.8916,0.026323,0.000521,2.585226,-3.872133,6.026461,266.0255,263.7044,263.8175
8/12/2015,1:46:45 PM,0.557127,263.8957,0.026306,0.000522,2.59243,-3.872348,6.026461,266.0648,263.7076,263.8163
8/12/2015,1:46:59 PM,0.557228,263.8995,0.026304,0.000522,2.599127,-3.872246,6.026411,266.0995,263.7072,263.816
8/12/2015,1:47:13 PM,0.557469,263.9069,0.026308,0.000522,2.60685,-3.872006,6.026436,266.1384,263.7097,263.8193
8/12/2015,1:47:27 PM,0.55722,263.9087,0.026296,0.000523,2.614143,-3.871943,6.026436,266.175,263.7132,263.8225
8/12/2015,1:47:41 PM,0.557403,263.9184,0.026295,0.000522,2.619903,-3.872335,6.026423,266.2122,263.7161,263.824
8/12/2015,1:47:55 PM,0.557509,263.9216,0.026269,0.000523,2.626854,-3.872183,6.026525,266.2483,263.7228,263.8283
8/12/2015,1:48:09 PM,0.557466,263.9241,0.02626,0.000523,2.633108,-3.871981,6.026411,266.2848,263.7266,263.8306
8/12/2015,1:48:23 PM,0.557518,263.9321,0.026225,0.000523,2.638717,-3.871993,6.026461,266.32,263.7291,263.8327
8/12/2015,1:48:37 PM,0.557569,263.9299,0.026203,0.000522,2.646009,-3.871867,6.026411,266.3496,263.7318,263.8367
8/12/2015,1:48:51 PM,0.557769,263.9303,0.026187,0.000522,2.651251,-3.872284,6.026411,266.3829,263.7325,263.8375
8/12/2015,1:49:05 PM,0.557247,263.9334,0.026161,0.000523,2.660012,-3.872145,6.026335,266.4132,263.7346,263.8371
8/12/2015,1:49:19 PM,0.557319,263.9314,0.026176,0.000522,2.66557,-3.871981,6.026373,266.4411,263.7367,263.8404
8/12/2015,1:49:33 PM,0.557803,263.9347,0.026162,0.000523,2.671508,-3.871892,6.026322,266.4677,263.736,263.8416
8/12/2015,1:49:47 PM,0.557499,263.9292,0.026138,0.000523,2.678648,-3.872196,6.026423,266.4885,263.7353,263.8393
8/12/2015,1:50:01 PM,0.557665,263.929,0.02612,0.000523,2.685257,-3.872221,6.026297,266.5012,263.7336,263.8365
8/12/2015,1:50:15 PM,0.557474,263.928,0.026165,0.000523,2.690916,-3.872069,6.026234,266.5111,263.7315,263.8342
8/12/2015,1:50:29 PM,0.557619,263.9247,0.026111,0.000523,2.697322,-3.871841,6.026284,266.5104,263.7315,263.8308
8/12/2015,1:50:43 PM,0.557624,263.9251,0.026147,0.000524,2.704463,-3.8715,6.026284,266.499,263.7274,263.8301
8/12/2015,1:50:57 PM,0.557684,263.9215,0.026086,0.000523,2.712211,-3.871905,6.026284,266.4822,263.7266,263.8293
8/12/2015,1:51:11 PM,0.557385,263.9209,0.026076,0.000523,2.716807,-3.872107,6.026246,266.4551,263.7246,263.8271
8/12/2015,1:51:25 PM,0.557686,263.918,0.026063,0.000523,2.723555,-3.871993,6.026259,266.4193,263.723,263.8224
8/12/2015,1:51:39 PM,0.557643,263.9193,0.026035,0.000523,2.730063,-3.872234,6.026272,266.3794,263.7223,263.8224
8/12/2015,1:51:53 PM,0.557617,263.9128,0.026,0.000523,2.738495,-3.872246,6.026234,266.3333,263.7207,263.8181
8/12/2015,1:52:07 PM,0.558016,263.9111,0.026024,0.000523,2.744394,-3.871968,6.026208,266.2879,263.7199,263.816
8/12/2015,1:52:20 PM,0.557671,263.9119,0.025928,0.000522,2.750978,-3.87193,6.026196,266.2396,263.7174,263.8159
8/12/2015,1:52:34 PM,0.557798,263.9063,0.025931,0.000523,2.758916,-3.872056,6.026196,266.2024,263.7161,263.8184
8/12/2015,1:52:48 PM,0.55748,263.9068,0.025898,0.000522,2.766753,-3.871575,6.026158,266.1684,263.7168,263.8163
8/12/2015,1:53:02 PM,0.55784,263.9039,0.025914,0.000521,2.772994,-3.871753,6.02631,266.144,263.7177,263.8196
8/12/2015,1:53:16 PM,0.55801,263.9044,0.025859,0.00052,2.779224,-3.87193,6.02617,266.1311,263.7173,263.8204
8/12/2015,1:53:30 PM,0.557806,263.9056,0.025861,0.000522,2.78806,-3.871981,6.026221,266.1252,263.7224,263.8247
8/12/2015,1:53:44 PM,0.558037,263.9077,0.025838,0.000521,2.795404,-3.872133,6.026158,266.1255,263.7237,263.8268
8/12/2015,1:53:58 PM,0.557955,263.9128,0.025811,0.000521,2.80186,-3.872006,6.026145,266.1357,263.7284,263.834
8/12/2015,1:54:12 PM,0.558008,263.9108,0.025793,0.000521,2.808735,-3.872107,6.026208,266.1474,263.7326,263.8362
8/12/2015,1:54:26 PM,0.558075,263.9158,0.025794,0.00052,2.816167,-3.872183,6.026094,266.1658,263.7374,263.8395
8/12/2015,1:54:40 PM,0.557951,263.9218,0.025716,0.00052,2.822003,-3.871905,6.026132,266.1883,263.7405,263.8433
8/12/2015,1:54:54 PM,0.557993,263.9229,0.02574,0.000519,2.827941,-3.871791,6.026094,266.2081,263.7438,263.8463
8/12/2015,1:55:08 PM,0.558158,263.928,0.025724,0.00052,2.833866,-3.872107,6.026056,266.2359,263.7496,263.8486
8/12/2015,1:55:22 PM,0.557959,263.932,0.025728,0.000519,2.842691,-3.871715,6.026107,266.2609,263.7493,263.8504
8/12/2015,1:55:35 PM,0.558049,263.937,0.025664,0.000519,2.848743,-3.871867,6.026056,266.2887,263.752,263.8515
8/12/2015,1:55:49 PM,0.558239,263.938,0.025669,0.00052,2.854718,-3.871917,6.026044,266.3151,263.7507,263.8529
8/12/2015,1:56:03 PM,0.558372,263.939,0.025676,0.000519,2.863555,-3.872082,6.026094,266.3423,263.7526,263.852
8/12/2015,1:56:17 PM,0.558227,263.9425,0.025683,0.000519,2.868164,-3.87212,6.026082,266.3682,263.7496,263.8514
8/12/2015,1:56:31 PM,0.558211,263.9416,0.025702,0.00052,2.874,-3.872107,6.026082,266.3969,263.7488,263.8508
8/12/2015,1:56:45 PM,0.558145,263.9407,0.025709,0.000519,2.881115,-3.871993,6.026069,266.4237,263.7473,263.8521
8/12/2015,1:56:59 PM,0.558284,263.9405,0.025702,0.000519,2.887294,-3.872006,6.026006,266.4516,263.743,263.8514
8/12/2015,1:57:13 PM,0.558336,263.9415,0.025709,0.00052,2.895371,-3.871791,6.026006,266.4765,263.742,263.849
8/12/2015,1:57:27 PM,0.558206,263.9392,0.025719,0.000519,2.902208,-3.87174,6.025993,266.4961,263.74,263.8486
8/12/2015,1:57:41 PM,0.558628,263.9414,0.025693,0.00052,2.908145,-3.871537,6.025968,266.5123,263.7369,263.8465
8/12/2015,1:57:55 PM,0.558405,263.9425,0.025699,0.000519,2.914704,-3.871715,6.026018,266.5223,263.7346,263.843
8/12/2015,1:58:09 PM,0.558274,263.9383,0.025684,0.000519,2.92187,-3.871993,6.025968,266.5216,263.731,263.8417
8/12/2015,1:58:23 PM,0.558169,263.936,0.025694,0.000518,2.927339,-3.87193,6.02598,266.514,263.7295,263.8397
8/12/2015,1:58:37 PM,0.558571,263.9318,0.025673,0.000519,2.933796,-3.871689,6.026006,266.4958,263.7269,263.8355
8/12/2015,1:58:51 PM,0.558328,263.9338,0.025655,0.000518,2.93867,-3.871917,6.02598,266.4703,263.7274,263.8327
8/12/2015,1:59:04 PM,0.558258,263.9294,0.025647,0.000519,2.945102,-3.871626,6.025968,266.4387,263.7259,263.8326
8/12/2015,1:59:18 PM,0.558283,263.928,0.02561,0.000518,2.95142,-3.871525,6.025955,266.401,263.727,263.8324
8/12/2015,1:59:32 PM,0.558567,263.9275,0.02561,0.000519,2.959193,-3.871715,6.026018,266.3573,263.7285,263.8298
8/12/2015,1:59:46 PM,0.558239,263.9229,0.025636,0.000519,2.965371,-3.871778,6.02598,266.3121,263.7293,263.8331
8/12/2015,2:00:00 PM,0.558424,263.921,0.025613,0.000518,2.97179,-3.871715,6.025942,266.268,263.7327,263.8335
8/12/2015,2:00:14 PM,0.558335,263.9219,0.025594,0.000518,2.979386,-3.871879,6.025968,266.2296,263.7346,263.835
8/12/2015,2:00:28 PM,0.558862,263.9197,0.025651,0.000519,2.988958,-3.872031,6.025892,266.1985,263.7346,263.8378
8/12/2015,2:00:42 PM,0.558728,263.9223,0.025603,0.000519,2.994098,-3.871854,6.025867,266.1747,263.7389,263.8409
8/12/2015,2:00:56 PM,0.558433,263.9221,0.025677,0.000519,3.00034,-3.872018,6.026006,266.1592,263.7421,263.8441
8/12/2015,2:01:10 PM,0.558733,263.9238,0.025657,0.000519,3.006556,-3.871917,6.025879,266.1535,263.7475,263.8486
8/12/2015,2:01:24 PM,0.558467,263.9277,0.025667,0.000519,3.012848,-3.872006,6.025917,266.154,263.7497,263.8527
8/12/2015,2:01:38 PM,0.558678,263.9306,0.025634,0.00052,3.020394,-3.871879,6.025841,266.1615,263.7523,263.855
8/12/2015,2:01:52 PM,0.558803,263.9329,0.025629,0.00052,3.026775,-3.871867,6.025829,266.1713,263.7523,263.8557
8/12/2015,2:02:06 PM,0.558672,263.9378,0.025581,0.000519,3.032915,-3.872056,6.025841,266.1878,263.7525,263.8564
8/12/2015,2:02:19 PM,0.558466,263.9405,0.025621,0.00052,3.038954,-3.871981,6.025791,266.2065,263.7548,263.8545
8/12/2015,2:02:33 PM,0.558784,263.9437,0.025606,0.000519,3.047108,-3.871892,6.025765,266.2292,263.7562,263.8588
8/12/2015,2:02:47 PM,0.558624,263.9438,0.025612,0.000519,3.05416,-3.871841,6.025816,266.2542,263.7555,263.8573
8/12/2015,2:03:01 PM,0.558577,263.9473,0.025606,0.000519,3.061275,-3.871879,6.025854,266.2779,263.7559,263.8555
8/12/2015,2:03:15 PM,0.55899,263.9483,0.025575,0.000519,3.066909,-3.871917,6.025854,266.3026,263.7543,263.8567
8/12/2015,2:03:29 PM,0.558531,263.9503,0.025587,0.00052,3.073454,-3.871943,6.025829,266.3276,263.754,263.8546
8/12/2015,2:03:43 PM,0.558772,263.9496,0.025613,0.000521,3.079405,-3.871968,6.025829,266.3534,263.7524,263.8543
8/12/2015,2:03:57 PM,0.55891,263.9506,0.025579,0.00052,3.088596,-3.872145,6.025829,266.3802,263.7562,263.8544
8/12/2015,2:04:11 PM,0.558653,263.9492,0.025569,0.000521,3.092496,-3.872006,6.025816,266.4087,263.7572,263.8569
8/12/2015,2:04:25 PM,0.559037,263.9466,0.025563,0.000521,3.09861,-3.871816,6.025867,266.4377,263.7604,263.8584
8/12/2015,2:04:39 PM,0.559105,263.9466,0.025522,0.000521,3.104245,-3.871943,6.025803,266.4643,263.7631,263.8594
8/12/2015,2:04:53 PM,0.55879,263.9446,0.025504,0.000521,3.110739,-3.871829,6.025816,266.491,263.7627,263.8656
8/12/2015,2:05:07 PM,0.558913,263.9427,0.025485,0.000521,3.117766,-3.871715,6.025816,266.5128,263.7661,263.8617
8/12/2015,2:05:21 PM,0.558915,263.9423,0.025424,0.000521,3.122501,-3.871386,6.025791,266.5294,263.7693,263.8658
8/12/2015,2:05:35 PM,0.558653,263.9413,0.025456,0.000521,3.129743,-3.871664,6.025803,266.539,263.7719,263.8684
8/12/2015,2:05:48 PM,0.558893,263.9402,0.025414,0.000522,3.135389,-3.87155,6.025778,266.5406,263.7734,263.8702
8/12/2015,2:06:02 PM,0.559081,263.9391,0.025435,0.000521,3.143087,-3.871917,6.025765,266.531,263.7736,263.8697
8/12/2015,2:06:16 PM,0.559155,263.9376,0.02539,0.000521,3.149784,-3.871892,6.025727,266.5134,263.773,263.8699
8/12/2015,2:06:30 PM,0.558936,263.9389,0.025456,0.000522,3.156533,-3.871955,6.025702,266.4874,263.7724,263.8679
8/12/2015,2:06:44 PM,0.558988,263.9358,0.025424,0.000522,3.161926,-3.871715,6.02574,266.4542,263.7699,263.8675
8/12/2015,2:06:58 PM,0.559344,263.939,0.025421,0.000523,3.167826,-3.871588,6.025778,266.4141,263.7706,263.8667
8/12/2015,2:07:12 PM,0.559298,263.9398,0.025351,0.000523,3.175739,-3.871449,6.025715,266.3678,263.7699,263.8667
8/12/2015,2:07:26 PM,0.55917,263.9427,0.025354,0.000522,3.181145,-3.871715,6.025727,266.3239,263.7691,263.8641
8/12/2015,2:07:40 PM,0.559374,263.9423,0.025368,0.000522,3.189019,-3.871462,6.025677,266.2751,263.7708,263.8642
8/12/2015,2:07:54 PM,0.559502,263.9467,0.025365,0.000522,3.195388,-3.871487,6.025664,266.2404,263.7714,263.8676
8/12/2015,2:08:08 PM,0.559385,263.9447,0.025319,0.000522,3.200604,-3.871626,6.025727,266.2075,263.7722,263.8678
8/12/2015,2:08:22 PM,0.559501,263.9484,0.025314,0.000523,3.207225,-3.871879,6.02574,266.1818,263.7745,263.867
8/12/2015,2:08:36 PM,0.55919,263.9498,0.025288,0.000523,3.214024,-3.871968,6.025778,266.1689,263.7743,263.8682
8/12/2015,2:08:50 PM,0.559664,263.9529,0.025261,0.000523,3.222886,-3.871829,6.025715,266.1567,263.7756,263.8655
8/12/2015,2:09:03 PM,0.559522,263.9531,0.025276,0.000523,3.22933,-3.871664,6.025651,266.1562,263.7729,263.8645
8/12/2015,2:09:17 PM,0.559474,263.954,0.025282,0.000523,3.236015,-3.871487,6.025613,266.1623,263.7744,263.8636
8/12/2015,2:09:31 PM,0.559598,263.9563,0.025295,0.000524,3.242434,-3.871398,6.025651,266.1706,263.7754,263.8626
8/12/2015,2:09:45 PM,0.559506,263.9547,0.025283,0.000524,3.24846,-3.871601,6.025651,266.1847,263.7739,263.8623
8/12/2015,2:09:59 PM,0.559773,263.9549,0.025293,0.000524,3.254171,-3.871829,6.025677,266.1981,263.774,263.8619
8/12/2015,2:10:13 PM,0.559361,263.9544,0.025328,0.000524,3.261235,-3.871841,6.025639,266.2121,263.7742,263.8623
8/12/2015,2:10:27 PM,0.559412,263.9521,0.025334,0.000525,3.267249,-3.871867,6.025601,266.2215,263.7723,263.8643
8/12/2015,2:10:41 PM,0.559639,263.948,0.025315,0.000525,3.274263,-3.871575,6.025575,266.2258,263.7722,263.8629
8/12/2015,2:10:55 PM,0.559574,263.9464,0.025353,0.000526,3.281062,-3.871778,6.025537,266.2239,263.7723,263.866
8/12/2015,2:11:09 PM,0.559553,263.9427,0.025329,0.000525,3.285455,-3.8715,6.025588,266.209,263.7745,263.8683
8/12/2015,2:11:23 PM,0.559691,263.9401,0.025319,0.000525,3.292557,-3.871436,6.025588,266.1894,263.7728,263.8696
8/12/2015,2:11:37 PM,0.559763,263.9365,0.025328,0.000526,3.298609,-3.871221,6.025563,266.1611,263.7767,263.873
8/12/2015,2:11:51 PM,0.559784,263.9296,0.025287,0.000526,3.305458,-3.871474,6.025537,266.1265,263.7782,263.874
8/12/2015,2:12:05 PM,0.559502,263.9276,0.025295,0.000526,3.310459,-3.871563,6.025575,266.0875,263.7757,263.8769
8/12/2015,2:12:19 PM,0.559949,263.9214,0.025307,0.000526,3.316081,-3.871639,6.025575,266.0412,263.7798,263.8765
8/12/2015,2:12:32 PM,0.55958,263.9214,0.025288,0.000526,3.324006,-3.871791,6.025563,265.995,263.7802,263.8764
8/12/2015,2:12:46 PM,0.559473,263.919,0.025294,0.000526,3.330716,-3.871778,6.025499,265.9506,263.7779,263.8771
8/12/2015,2:13:00 PM,0.559634,263.9175,0.02532,0.000527,3.336705,-3.871727,6.025499,265.9149,263.7823,263.8764
8/12/2015,2:13:14 PM,0.559806,263.9161,0.025257,0.000527,3.342706,-3.871702,6.025487,265.8858,263.7791,263.8753
