Date,Time,P,T,Int_load,Ext_load,Disp,Intensifier,6v,T_bath,pist_13_mm,pist_20_mm,time(s)
12/11/2015,11:38:57 AM,0.573492,264.0355,0.017772,0.000411,1.484369,-3.948804,6.029335,262.9574,263.4565,263.5756,41937.00
12/11/2015,11:39:11 AM,0.575178,264.0384,0.017827,0.00041,1.557128,-3.948779,6.033323,263.0309,263.4569,263.5768,41951.00
12/11/2015,11:39:25 AM,0.575038,264.0331,0.018564,0.000382,1.566434,-3.949045,6.029791,263.109,263.4585,263.5777,41965.00
12/11/2015,11:39:39 AM,0.574389,264.0352,0.017724,0.000214,1.55038,-3.950906,6.029006,263.1909,263.4584,263.5793,41979.00
12/11/2015,11:39:53 AM,0.574417,264.0371,0.01772,0.000215,1.550127,-3.950906,6.028968,263.2752,263.4589,263.5822,41993.00
12/11/2015,11:40:07 AM,0.574317,264.0377,0.017707,0.000215,1.550279,-3.950957,6.029032,263.3668,263.4615,263.5839,42007.00
12/11/2015,11:40:22 AM,0.574458,264.0416,0.017682,0.000216,1.550317,-3.950906,6.028981,263.458,263.4598,263.5878,42022.00
12/11/2015,11:40:37 AM,0.574662,264.0418,0.01768,0.000215,1.550469,-3.950931,6.033805,263.5497,263.4619,263.5901,42037.00
12/11/2015,11:40:51 AM,0.574351,264.0431,0.017816,0.000257,1.553052,-3.950893,6.028829,263.6429,263.4618,263.5904,42051.00
12/11/2015,11:41:05 AM,0.574456,264.0454,0.017642,0.000256,1.553064,-3.950868,6.028829,263.7395,263.4624,263.5921,42065.00
12/11/2015,11:41:19 AM,0.57425,264.0434,0.017644,0.000255,1.553064,-3.950792,6.028816,263.7769,263.4613,263.5911,42079.00
12/11/2015,11:41:33 AM,0.574335,264.0468,0.017631,0.000255,1.553064,-3.950767,6.028778,263.1998,263.4614,263.5899,42093.00
12/11/2015,11:41:47 AM,0.574306,264.043,0.01764,0.000255,1.552938,-3.950805,6.028753,262.7126,263.4579,263.5904,42107.00
12/11/2015,11:42:01 AM,0.574264,264.0435,0.017645,0.000255,1.552912,-3.950767,6.028702,261.9565,263.4576,263.5875,42121.00
12/11/2015,11:42:15 AM,0.574309,264.0423,0.017634,0.000255,1.552925,-3.950792,6.028791,260.7951,263.4569,263.5882,42135.00
12/11/2015,11:42:29 AM,0.574245,264.0387,0.017649,0.000255,1.552963,-3.950754,6.02869,259.5739,263.4559,263.5864,42149.00
12/11/2015,11:42:43 AM,0.574211,264.0352,0.017643,0.000254,1.552938,-3.950716,6.028626,258.3698,263.4538,263.5847,42163.00
12/11/2015,11:42:57 AM,0.574202,264.0322,0.01763,0.000254,1.55295,-3.950691,6.028601,257.2529,263.4535,263.586,42177.00
12/11/2015,11:43:11 AM,0.574304,264.0303,0.017622,0.000254,1.552912,-3.950615,6.028563,256.1842,263.4525,263.5855,42191.00
12/11/2015,11:43:25 AM,0.574179,264.0227,0.017614,0.000255,1.552925,-3.950678,6.028512,255.2311,263.4517,263.5861,42205.00
12/11/2015,11:43:39 AM,0.574208,264.0221,0.017653,0.000253,1.553381,-3.949361,6.028994,254.359,263.4515,263.586,42219.00
12/11/2015,11:43:53 AM,0.573946,264.0118,0.017774,0.000257,1.553735,-3.949754,6.029032,253.6133,263.4537,263.5852,42233.00
12/11/2015,11:44:07 AM,0.574021,264.0088,0.017823,0.000259,1.553634,-3.949247,6.028968,253.6203,263.4519,263.5865,42247.00
12/11/2015,11:44:21 AM,0.574038,264.004,0.017845,0.000257,1.553647,-3.949361,6.028918,254.1962,263.4522,263.5818,42261.00
12/11/2015,11:44:35 AM,0.57405,264.0016,0.017813,0.000262,1.553115,-3.949197,6.028816,254.9475,263.4533,263.5816,42275.00
12/11/2015,11:44:49 AM,0.573901,263.9925,0.017875,0.000266,1.553204,-3.949311,6.028854,255.743,263.4532,263.5784,42289.00
12/11/2015,11:45:03 AM,0.573776,263.9889,0.017884,0.000294,1.55466,-3.949349,6.02893,256.5284,263.4548,263.5752,42303.00
12/11/2015,11:45:17 AM,0.57415,263.9876,0.01764,0.000313,1.554723,-3.949133,6.028804,257.2776,263.454,263.5749,42317.00
12/11/2015,11:45:31 AM,0.573998,263.982,0.017661,0.000326,1.555343,-3.949045,6.028842,257.9605,263.4543,263.5716,42331.00
12/11/2015,11:45:45 AM,0.573972,263.9797,0.01764,0.000342,1.555875,-3.949146,6.028829,258.5903,263.453,263.5708,42345.00
12/11/2015,11:45:59 AM,0.573946,263.9752,0.017694,0.000361,1.556445,-3.948868,6.02893,259.1577,263.4514,263.5675,42359.00
12/11/2015,11:46:13 AM,0.574166,263.9726,0.017675,0.000352,1.557977,-3.949235,6.028842,259.6595,263.4511,263.5673,42373.00
12/11/2015,11:46:27 AM,0.573828,263.9739,0.017707,0.000377,1.558053,-3.948906,6.029082,260.1138,263.4472,263.5663,42387.00
12/11/2015,11:46:41 AM,0.573852,263.971,0.017677,0.00041,1.559787,-3.949007,6.028956,260.522,263.4461,263.5661,42401.00
12/11/2015,11:46:55 AM,0.573904,263.9706,0.017708,0.000424,1.561686,-3.949285,6.028994,260.8963,263.4435,263.5661,42415.00
12/11/2015,11:47:09 AM,0.574204,263.9641,0.017746,0.000416,1.563686,-3.949019,6.029032,261.2367,263.4391,263.5658,42429.00
12/11/2015,11:47:23 AM,0.573796,263.9624,0.017727,0.000414,1.564206,-3.949171,6.029057,261.5433,263.4384,263.5669,42443.00
12/11/2015,11:47:37 AM,0.574171,263.964,0.01778,0.000415,1.565396,-3.949032,6.028968,261.8188,263.435,263.5663,42457.00
12/11/2015,11:47:51 AM,0.573696,263.9579,0.017734,0.00041,1.566687,-3.948994,6.028854,262.068,263.4307,263.5637,42471.00
12/11/2015,11:48:05 AM,0.573842,263.9562,0.017738,0.000414,1.568004,-3.949146,6.028968,262.2938,263.432,263.5647,42485.00
12/11/2015,11:48:19 AM,0.573882,263.9442,0.017789,0.000415,1.56965,-3.948792,6.028892,262.493,263.4274,263.5616,42499.00
12/11/2015,11:48:33 AM,0.573977,263.9444,0.01795,0.000412,1.570485,-3.949247,6.029006,262.6739,263.4284,263.5618,42513.00
12/11/2015,11:48:47 AM,0.574052,263.934,0.01831,0.000414,1.572118,-3.949399,6.029044,262.8372,263.428,263.5594,42527.00
12/11/2015,11:49:01 AM,0.573928,263.9339,0.018975,0.000414,1.574119,-3.949032,6.028905,262.9854,263.4254,263.5564,42541.00
12/11/2015,11:49:15 AM,0.574225,263.9308,0.019484,0.00042,1.576044,-3.94926,6.029196,263.1204,263.4262,263.555,42555.00
12/11/2015,11:49:29 AM,0.573862,263.9232,0.019766,0.00042,1.577018,-3.948931,6.02912,263.2416,263.4224,263.5525,42569.00
12/11/2015,11:49:43 AM,0.57395,263.9265,0.020211,0.000418,1.578576,-3.94883,6.028905,263.3537,263.4234,263.5487,42583.00
12/11/2015,11:49:57 AM,0.573931,263.9183,0.020826,0.000417,1.579627,-3.949488,6.02893,263.4521,263.4206,263.5483,42597.00
12/11/2015,11:50:11 AM,0.573822,263.9189,0.020924,0.000425,1.582045,-3.948906,6.02912,263.5446,263.4193,263.543,42611.00
12/11/2015,11:50:25 AM,0.573876,263.9196,0.021552,0.000429,1.583336,-3.948893,6.02893,263.6301,263.4199,263.5404,42625.00
12/11/2015,11:50:39 AM,0.573913,263.9176,0.022143,0.000429,1.584767,-3.949361,6.02893,263.7065,263.4147,263.5396,42639.00
12/11/2015,11:50:53 AM,0.573999,263.9209,0.023104,0.000432,1.587527,-3.948766,6.028918,263.7795,263.4144,263.5346,42653.00
12/11/2015,11:51:07 AM,0.573977,263.9163,0.023978,0.000435,1.589362,-3.948855,6.028905,263.8441,263.4118,263.5329,42667.00
12/11/2015,11:51:21 AM,0.57358,263.9221,0.024042,0.000437,1.590489,-3.949463,6.02888,263.9087,263.4109,263.5323,42681.00
12/11/2015,11:51:35 AM,0.573774,263.9185,0.024818,0.000435,1.59197,-3.949007,6.028854,263.9666,263.4098,263.5302,42695.00
12/11/2015,11:51:49 AM,0.573898,263.9227,0.025216,0.00044,1.593452,-3.94888,6.029184,264.0241,263.4076,263.5317,42709.00
12/11/2015,11:52:03 AM,0.574179,263.9242,0.026211,0.000449,1.595022,-3.949197,6.028842,264.0752,263.408,263.5296,42723.00
12/11/2015,11:52:17 AM,0.573991,263.92,0.026766,0.000449,1.596288,-3.948817,6.028968,264.1253,263.4064,263.5327,42737.00
12/11/2015,11:52:31 AM,0.573317,263.9216,0.027084,0.000447,1.59763,-3.949095,6.028943,264.1719,263.4106,263.5322,42751.00
12/11/2015,11:52:45 AM,0.573841,263.9229,0.027881,0.000454,1.59939,-3.948868,6.028981,264.2179,263.411,263.5346,42765.00
12/11/2015,11:52:59 AM,0.573635,263.921,0.027511,0.000448,1.599871,-3.949171,6.028842,264.2603,263.4132,263.5352,42779.00
12/11/2015,11:53:13 AM,0.573753,263.9217,0.026777,0.000446,1.601314,-3.949247,6.028981,264.3006,263.4157,263.5365,42793.00
12/11/2015,11:53:27 AM,0.573985,263.921,0.027814,0.000453,1.603314,-3.948893,6.028804,264.3416,263.4163,263.537,42807.00
12/11/2015,11:53:41 AM,0.573459,263.9194,0.028542,0.000454,1.604124,-3.949019,6.029006,264.3757,263.418,263.5398,42821.00
12/11/2015,11:53:55 AM,0.573663,263.9172,0.028828,0.000455,1.604884,-3.949019,6.029019,264.412,263.4184,263.5392,42835.00
12/11/2015,11:54:09 AM,0.573694,263.9124,0.029211,0.000459,1.605884,-3.948766,6.028905,264.4438,263.4167,263.539,42849.00
12/11/2015,11:54:23 AM,0.573938,263.9135,0.029933,0.000461,1.607176,-3.949019,6.029108,264.4743,263.418,263.537,42863.00
12/11/2015,11:54:37 AM,0.573686,263.9092,0.029556,0.00045,1.60729,-3.949222,6.02893,264.5027,263.4158,263.5367,42877.00
12/11/2015,11:54:51 AM,0.57378,263.91,0.030026,0.000461,1.609568,-3.949374,6.028791,264.5327,263.418,263.5342,42891.00
12/11/2015,11:55:05 AM,0.573583,263.912,0.030767,0.000466,1.611733,-3.948956,6.02893,264.5617,263.4127,263.5354,42905.00
12/11/2015,11:55:19 AM,0.573831,263.9113,0.030963,0.00046,1.613443,-3.949171,6.028791,264.5907,263.4133,263.5332,42919.00
12/11/2015,11:55:33 AM,0.57363,263.9052,0.030371,0.000449,1.614823,-3.948956,6.028867,264.6117,263.4095,263.5322,42933.00
12/11/2015,11:55:47 AM,0.573748,263.9127,0.029478,0.000455,1.614202,-3.949298,6.02893,264.6405,263.4112,263.5312,42947.00
12/11/2015,11:56:01 AM,0.573627,263.9134,0.029532,0.000457,1.616,-3.949159,6.028778,264.6606,263.4078,263.5322,42961.00
12/11/2015,11:56:15 AM,0.573564,263.9155,0.03011,0.000457,1.618013,-3.949019,6.028766,264.6862,263.4119,263.5319,42975.00
12/11/2015,11:56:29 AM,0.573662,263.9184,0.02916,0.000456,1.618292,-3.948994,6.028804,264.706,263.4107,263.5332,42989.00
12/11/2015,11:56:43 AM,0.573371,263.9211,0.030125,0.00046,1.620457,-3.949108,6.028994,264.7279,263.4125,263.5338,43003.00
12/11/2015,11:56:57 AM,0.573551,263.9239,0.030814,0.000461,1.622166,-3.948893,6.028829,264.75,263.4137,263.5342,43017.00
12/11/2015,11:57:11 AM,0.573371,263.9273,0.030889,0.000467,1.624318,-3.948944,6.028829,264.7686,263.4178,263.5368,43031.00
12/11/2015,11:57:25 AM,0.573488,263.9351,0.03149,0.000469,1.626369,-3.948994,6.028804,264.7913,263.4197,263.54,43045.00
12/11/2015,11:57:39 AM,0.573762,263.9383,0.032238,0.000464,1.628458,-3.948855,6.028905,264.8103,263.4219,263.5417,43059.00
12/11/2015,11:57:53 AM,0.573841,263.9425,0.031704,0.000466,1.630737,-3.948931,6.028728,264.8272,263.4232,263.5403,43073.00
12/11/2015,11:58:07 AM,0.573798,263.9473,0.032023,0.00047,1.632585,-3.948842,6.028892,264.8471,263.4252,263.543,43087.00
12/11/2015,11:58:21 AM,0.573831,263.9532,0.032613,0.000469,1.634674,-3.948728,6.028766,264.8652,263.4282,263.5442,43101.00
12/11/2015,11:58:35 AM,0.573774,263.9568,0.032297,0.00047,1.635168,-3.948513,6.028778,264.8815,263.4313,263.5427,43115.00
12/11/2015,11:58:49 AM,0.573563,263.9571,0.032134,0.000466,1.635687,-3.94883,6.02907,264.898,263.4297,263.5435,43129.00
12/11/2015,11:59:03 AM,0.573532,263.9636,0.032054,0.000468,1.637282,-3.949019,6.029171,264.9133,263.4323,263.543,43143.00
12/11/2015,11:59:17 AM,0.573507,263.9593,0.031671,0.000458,1.64046,-3.948868,6.028968,264.8927,263.4292,263.5427,43157.00
12/11/2015,11:59:31 AM,0.573704,263.9649,0.030755,0.000462,1.640637,-3.948754,6.028842,264.286,263.4294,263.5404,43171.00
12/11/2015,11:59:45 AM,0.573381,263.956,0.031021,0.00045,1.643283,-3.948589,6.028804,263.7337,263.4295,263.5436,43185.00
12/11/2015,11:59:59 AM,0.573229,263.9612,0.030465,0.00046,1.643967,-3.949235,6.028702,262.9182,263.4277,263.5403,43199.00
12/11/2015,12:00:13 PM,0.573431,263.9559,0.031587,0.000464,1.646562,-3.948678,6.028753,261.7183,263.4246,263.5393,43213.00
12/11/2015,12:00:27 PM,0.573496,263.9549,0.03152,0.000461,1.646942,-3.948538,6.02874,260.448,263.4262,263.5418,43227.00
12/11/2015,12:00:41 PM,0.573754,263.9517,0.031522,0.000467,1.649348,-3.948589,6.028816,259.1608,263.4249,263.5423,43241.00
12/11/2015,12:00:55 PM,0.573654,263.9484,0.03072,0.000459,1.648892,-3.948956,6.028715,257.958,263.4253,263.5412,43255.00
12/11/2015,12:01:09 PM,0.573529,263.9453,0.03074,0.00046,1.650209,-3.948868,6.028867,256.8282,263.4246,263.5392,43269.00
12/11/2015,12:01:23 PM,0.573554,263.9436,0.031852,0.000467,1.652095,-3.948969,6.028892,255.807,263.4245,263.5405,43283.00
12/11/2015,12:01:37 PM,0.573492,263.9382,0.032706,0.000468,1.654893,-3.948766,6.02869,254.858,263.4264,263.542,43297.00
12/11/2015,12:01:51 PM,0.573592,263.9348,0.032792,0.000467,1.656159,-3.948792,6.028766,254.0444,263.4256,263.5415,43311.00
12/11/2015,12:02:05 PM,0.573402,263.9264,0.032557,0.000465,1.657615,-3.948779,6.02869,253.9267,263.4296,263.5473,43325.00
12/11/2015,12:02:19 PM,0.573665,263.9275,0.033276,0.000469,1.659071,-3.948602,6.028702,254.4129,263.4299,263.547,43339.00
12/11/2015,12:02:33 PM,0.573419,263.9225,0.033499,0.000477,1.661565,-3.948931,6.028626,255.1314,263.4342,263.5513,43353.00
12/11/2015,12:02:47 PM,0.57334,263.9238,0.033384,0.000476,1.662882,-3.949095,6.02869,255.9329,263.4382,263.5534,43367.00
12/11/2015,12:03:01 PM,0.573539,263.9189,0.032428,0.000465,1.665642,-3.949121,6.028804,256.7153,263.4406,263.5589,43381.00
12/11/2015,12:03:15 PM,0.573933,263.9182,0.031743,0.000464,1.666338,-3.948741,6.028614,257.4628,263.4441,263.5636,43395.00
12/11/2015,12:03:29 PM,0.573629,263.9108,0.032371,0.000471,1.669301,-3.948779,6.028639,258.1512,263.4461,263.565,43409.00
12/11/2015,12:03:43 PM,0.573325,263.9153,0.031917,0.000468,1.669187,-3.948792,6.028588,258.7954,263.4485,263.5716,43423.00
12/11/2015,12:03:57 PM,0.573353,263.9059,0.032319,0.000472,1.670731,-3.949121,6.028639,259.3708,263.4512,263.5747,43437.00
12/11/2015,12:04:11 PM,0.573358,263.9119,0.032312,0.000467,1.67139,-3.948792,6.028652,259.888,263.454,263.5778,43451.00
12/11/2015,12:04:25 PM,0.573183,263.911,0.032452,0.00047,1.67258,-3.948602,6.028652,260.3513,263.4519,263.5799,43465.00
12/11/2015,12:04:39 PM,0.573058,263.9072,0.033032,0.000471,1.674732,-3.948855,6.02855,260.7599,263.4511,263.5806,43479.00
12/11/2015,12:04:53 PM,0.573363,263.9068,0.033566,0.000472,1.677986,-3.948475,6.028639,261.1287,263.451,263.5806,43493.00
12/11/2015,12:05:07 PM,0.573649,263.9068,0.033429,0.000474,1.681202,-3.948792,6.028563,261.4592,263.4495,263.5776,43507.00
12/11/2015,12:05:21 PM,0.573653,263.9013,0.033361,0.000474,1.682746,-3.948614,6.028639,261.7583,263.4486,263.5773,43521.00
12/11/2015,12:05:35 PM,0.573311,263.9032,0.03327,0.000472,1.683582,-3.948842,6.028601,262.027,263.4479,263.5778,43535.00
12/11/2015,12:05:49 PM,0.573395,263.9036,0.033845,0.000475,1.683911,-3.948602,6.028474,262.2679,263.4481,263.5749,43549.00
12/11/2015,12:06:03 PM,0.573515,263.9012,0.033778,0.000477,1.685645,-3.948716,6.028639,262.4835,263.4482,263.5747,43563.00
12/11/2015,12:06:17 PM,0.573812,263.8978,0.034337,0.000478,1.687405,-3.948716,6.028538,262.6819,263.4483,263.5738,43577.00
12/11/2015,12:06:31 PM,0.573604,263.9017,0.034229,0.000477,1.689874,-3.948463,6.028335,262.8577,263.4506,263.5728,43591.00
12/11/2015,12:06:45 PM,0.573515,263.8955,0.034141,0.000472,1.693685,-3.948576,6.028512,263.0213,263.4489,263.5719,43605.00
12/11/2015,12:06:59 PM,0.573613,263.8939,0.034,0.000477,1.694597,-3.94888,6.028525,263.1643,263.4494,263.5702,43619.00
12/11/2015,12:07:13 PM,0.573725,263.8888,0.03368,0.000471,1.695711,-3.948779,6.028462,263.2988,263.4506,263.5712,43633.00
12/11/2015,12:07:27 PM,0.573252,263.8911,0.033877,0.000474,1.697192,-3.949045,6.028411,263.4198,263.4487,263.5701,43647.00
12/11/2015,12:07:41 PM,0.573423,263.8886,0.03406,0.000473,1.698762,-3.948703,6.0285,263.5293,263.4492,263.5691,43661.00
12/11/2015,12:07:55 PM,0.573424,263.883,0.03363,0.000473,1.699939,-3.948855,6.028462,263.63,263.4473,263.5703,43675.00
12/11/2015,12:08:09 PM,0.573358,263.8849,0.03363,0.000473,1.701965,-3.948944,6.028436,263.7248,263.4496,263.5696,43689.00
12/11/2015,12:08:23 PM,0.573426,263.8841,0.034135,0.000473,1.703775,-3.948614,6.02855,263.8129,263.4507,263.5713,43703.00
12/11/2015,12:08:37 PM,0.573277,263.8787,0.034066,0.000475,1.705447,-3.948374,6.028386,263.8915,263.4492,263.5714,43717.00
12/11/2015,12:08:51 PM,0.573542,263.8815,0.033941,0.000471,1.70765,-3.948716,6.028386,263.9668,263.4511,263.5711,43731.00
12/11/2015,12:09:05 PM,0.573189,263.8816,0.033579,0.000471,1.709295,-3.948463,6.028335,264.0371,263.4526,263.5758,43745.00
12/11/2015,12:09:19 PM,0.573447,263.8863,0.033979,0.000475,1.712815,-3.948463,6.028323,264.1013,263.4558,263.5767,43759.00
12/11/2015,12:09:33 PM,0.573525,263.8881,0.034503,0.000473,1.71417,-3.948766,6.028348,264.164,263.4596,263.5808,43773.00
12/11/2015,12:09:47 PM,0.573288,263.8953,0.033674,0.000467,1.714018,-3.948488,6.02831,264.2227,263.463,263.5832,43787.00
12/11/2015,12:10:01 PM,0.573705,263.901,0.033288,0.000464,1.714549,-3.948399,6.02831,264.2762,263.4684,263.5886,43801.00
12/11/2015,12:10:15 PM,0.573215,263.9026,0.033288,0.000466,1.71598,-3.948348,6.028677,264.328,263.4685,263.5918,43815.00
12/11/2015,12:10:29 PM,0.573298,263.9087,0.033745,0.00047,1.719044,-3.948564,6.028361,264.374,263.4735,263.5934,43829.00
12/11/2015,12:10:43 PM,0.573534,263.9122,0.033274,0.000473,1.72031,-3.948399,6.028221,264.4197,263.4774,263.5976,43843.00
12/11/2015,12:10:57 PM,0.573552,263.919,0.033856,0.000475,1.721082,-3.948222,6.028323,264.4607,263.4778,263.5978,43857.00
12/11/2015,12:11:11 PM,0.573399,263.9183,0.03403,0.000475,1.722715,-3.948311,6.028272,264.4976,263.4796,263.5981,43871.00
12/11/2015,12:11:25 PM,0.573634,263.9227,0.034015,0.000473,1.724602,-3.948412,6.028272,264.5337,263.4809,263.5998,43885.00
12/11/2015,12:11:39 PM,0.573567,263.926,0.034367,0.000472,1.726007,-3.948665,6.02831,264.5671,263.4802,263.5988,43899.00
12/11/2015,12:11:53 PM,0.5735,263.923,0.033861,0.00047,1.726944,-3.948754,6.028297,264.5967,263.4805,263.5949,43913.00
12/11/2015,12:12:07 PM,0.573468,263.9315,0.033678,0.000475,1.728906,-3.948386,6.0285,264.5809,263.4793,263.5955,43927.00
12/11/2015,12:12:21 PM,0.572973,263.924,0.03435,0.000464,1.732426,-3.948463,6.028297,263.9585,263.4826,263.5957,43941.00
12/11/2015,12:12:35 PM,0.573335,263.9321,0.03417,0.000471,1.73492,-3.948716,6.028259,263.4137,263.4795,263.5918,43955.00
12/11/2015,12:12:49 PM,0.573589,263.9197,0.034156,0.000472,1.736971,-3.948323,6.02812,262.5565,263.4785,263.5906,43969.00
12/11/2015,12:13:03 PM,0.573528,263.918,0.034148,0.000472,1.738946,-3.948412,6.028285,261.3958,263.4793,263.5887,43983.00
12/11/2015,12:13:17 PM,0.573383,263.918,0.034394,0.000472,1.741048,-3.948348,6.028297,260.0381,263.4774,263.5872,43997.00
12/11/2015,12:13:31 PM,0.572986,263.9078,0.034652,0.000474,1.741744,-3.948526,6.028095,258.7693,263.4761,263.588,44011.00
12/11/2015,12:13:45 PM,0.573768,263.9104,0.034663,0.000476,1.742757,-3.94883,6.02812,257.5342,263.4753,263.5849,44025.00
12/11/2015,12:13:59 PM,0.573694,263.9032,0.034934,0.000476,1.744504,-3.948804,6.028386,256.3969,263.4744,263.5841,44039.00
12/11/2015,12:14:13 PM,0.573662,263.8914,0.035115,0.000473,1.744656,-3.948564,6.028259,255.3396,263.4714,263.5821,44053.00
12/11/2015,12:14:27 PM,0.573703,263.8884,0.034359,0.00047,1.746543,-3.948589,6.028107,254.3959,263.4699,263.5844,44067.00
12/11/2015,12:14:41 PM,0.573581,263.8787,0.034502,0.000476,1.749948,-3.948386,6.028095,253.5686,263.4685,263.5829,44081.00
12/11/2015,12:14:55 PM,0.573497,263.8708,0.034275,0.000472,1.751708,-3.948513,6.028373,253.4859,263.4663,263.5824,44095.00
12/11/2015,12:15:09 PM,0.573243,263.8692,0.035065,0.00047,1.754443,-3.948513,6.028044,253.9964,263.4636,263.5829,44109.00
12/11/2015,12:15:23 PM,0.573609,263.8605,0.034149,0.000473,1.756215,-3.948336,6.028095,254.7642,263.4661,263.5834,44123.00
12/11/2015,12:15:37 PM,0.573576,263.8634,0.034225,0.000469,1.757507,-3.948386,6.028069,255.5516,263.4662,263.5819,44137.00
12/11/2015,12:15:51 PM,0.573532,263.8546,0.034506,0.000473,1.759494,-3.948361,6.028019,256.3711,263.4666,263.5837,44151.00
12/11/2015,12:16:05 PM,0.573279,263.8567,0.034816,0.000475,1.761722,-3.948804,6.028095,257.1501,263.4691,263.5834,44165.00
12/11/2015,12:16:19 PM,0.573495,263.8567,0.034386,0.000446,1.765027,-3.948247,6.027968,257.8802,263.4704,263.5853,44179.00
12/11/2015,12:16:33 PM,0.573585,263.845,0.033512,0.00047,1.765001,-3.948197,6.02812,258.5406,263.4734,263.5872,44193.00
12/11/2015,12:16:47 PM,0.573195,263.856,0.033604,0.000468,1.766179,-3.948361,6.027981,259.1379,263.476,263.5902,44207.00
12/11/2015,12:17:01 PM,0.573469,263.8531,0.034031,0.000473,1.767458,-3.948222,6.027968,259.6636,263.4813,263.5927,44221.00
12/11/2015,12:17:15 PM,0.573244,263.8595,0.034539,0.000474,1.769357,-3.948412,6.028006,260.1366,263.4831,263.5959,44235.00
12/11/2015,12:17:29 PM,0.573312,263.8626,0.034706,0.000479,1.772294,-3.948007,6.027955,260.561,263.487,263.6018,44249.00
12/11/2015,12:17:43 PM,0.573343,263.8689,0.03423,0.000471,1.77356,-3.948602,6.027905,260.9424,263.4892,263.6036,44263.00
12/11/2015,12:17:57 PM,0.573331,263.8745,0.034111,0.000475,1.774927,-3.948576,6.027981,261.2859,263.4941,263.6069,44277.00
12/11/2015,12:18:11 PM,0.573273,263.8758,0.034536,0.000474,1.776054,-3.948475,6.02812,261.599,263.4953,263.6104,44291.00
12/11/2015,12:18:25 PM,0.573301,263.8805,0.03475,0.000474,1.778181,-3.948614,6.028006,261.8747,263.4985,263.6127,44305.00
12/11/2015,12:18:39 PM,0.573396,263.8809,0.034756,0.000477,1.779536,-3.948614,6.027968,262.1238,263.4987,263.6119,44319.00
12/11/2015,12:18:53 PM,0.573473,263.8796,0.035103,0.000475,1.781701,-3.948564,6.02793,262.348,263.4994,263.612,44333.00
12/11/2015,12:19:07 PM,0.573445,263.8818,0.035609,0.000477,1.783347,-3.948488,6.028145,262.5485,263.4997,263.6106,44347.00
12/11/2015,12:19:21 PM,0.573239,263.8819,0.035847,0.00048,1.787272,-3.948437,6.027943,262.729,263.5022,263.6094,44361.00
12/11/2015,12:19:35 PM,0.573168,263.8801,0.035459,0.000476,1.789437,-3.94864,6.027854,262.8927,263.4977,263.6086,44375.00
12/11/2015,12:19:50 PM,0.573272,263.8786,0.035137,0.000477,1.791855,-3.948311,6.028031,262.9655,263.4999,263.6068,44390.00
12/11/2015,12:20:04 PM,0.573672,263.8775,0.035383,0.000479,1.79326,-3.94826,6.027918,262.4131,263.4945,263.6041,44404.00
12/11/2015,12:20:18 PM,0.573399,263.8753,0.035118,0.000478,1.794425,-3.94869,6.027892,261.8683,263.4941,263.6025,44418.00
12/11/2015,12:20:32 PM,0.57368,263.8737,0.035549,0.000479,1.795754,-3.948589,6.027892,261.0653,263.4927,263.5989,44432.00
12/11/2015,12:20:46 PM,0.573219,263.8706,0.035404,0.000478,1.797691,-3.948754,6.027854,259.8409,263.4903,263.6014,44446.00
12/11/2015,12:21:00 PM,0.573409,263.8642,0.035139,0.000477,1.79978,-3.948311,6.027968,258.4553,263.4868,263.5963,44460.00
12/11/2015,12:21:14 PM,0.573224,263.8612,0.035006,0.000475,1.801856,-3.94864,6.027829,257.1696,263.4874,263.6002,44474.00
12/11/2015,12:21:28 PM,0.573034,263.8562,0.034721,0.000469,1.804186,-3.948399,6.027816,255.8891,263.4865,263.6005,44488.00
12/11/2015,12:21:42 PM,0.573303,263.8524,0.034261,0.00047,1.807313,-3.948323,6.027778,254.7306,263.4875,263.5994,44502.00
12/11/2015,12:21:56 PM,0.573654,263.8456,0.034675,0.000468,1.808212,-3.948197,6.027842,253.6646,263.4846,263.6019,44516.00
12/11/2015,12:22:10 PM,0.57331,263.8436,0.034457,0.000473,1.809782,-3.948501,6.02774,252.6765,263.4856,263.6007,44530.00
12/11/2015,12:22:24 PM,0.573317,263.8331,0.034945,0.000475,1.811681,-3.948526,6.02788,251.8851,263.4833,263.6009,44544.00
12/11/2015,12:22:38 PM,0.573107,263.8287,0.034977,0.000473,1.814099,-3.94826,6.027702,251.8357,263.4847,263.6028,44558.00
12/11/2015,12:22:52 PM,0.573214,263.823,0.035616,0.000477,1.815378,-3.948019,6.02774,252.4645,263.4857,263.6004,44572.00
12/11/2015,12:23:06 PM,0.573463,263.8234,0.03502,0.000474,1.816454,-3.947893,6.02788,253.3192,263.4845,263.6009,44586.00
12/11/2015,12:23:20 PM,0.573264,263.818,0.035093,0.000474,1.818644,-3.948348,6.027715,254.2054,263.4836,263.5964,44600.00
12/11/2015,12:23:34 PM,0.573471,263.8139,0.034892,0.000477,1.819682,-3.948323,6.027677,255.1249,263.4825,263.5951,44614.00
12/11/2015,12:23:48 PM,0.57324,263.814,0.034958,0.000476,1.82186,-3.948576,6.027804,255.9855,263.4797,263.5938,44628.00
12/11/2015,12:24:02 PM,0.573525,263.8103,0.034603,0.000477,1.824304,-3.948348,6.02774,256.7966,263.4809,263.5892,44642.00
