1/30/2020,12:54:04 PM,PIL294,,,,,,,,,,,,,
Date,Time,P,T,Int_load,Ext_load,Disp,Intensifier,6v,T_bath,pist_13_mm,pist_20_mm,time (s),,,
1/30/2020,12:54:10 PM,0.878354,146.5483,0.026154,0.000236,0.893433,-5.117005,6.029701,144.6409,145.3621,145.4502,46450,,,
1/30/2020,12:54:16 PM,0.878329,170.9725,0.026139,0.000237,0.893433,-5.117032,6.029489,168.7458,169.5884,169.6922,46456,,,
1/30/2020,12:54:22 PM,0.878304,195.3982,0.026147,0.000236,0.893429,-5.117138,6.029767,192.8632,193.8157,193.9356,46462,,,
1/30/2020,12:54:28 PM,0.87831,219.8267,0.026163,0.000236,0.893438,-5.117177,4.829776,216.9766,218.0445,218.1793,46468,,,
1/30/2020,12:54:34 PM,0.878333,244.2523,0.026156,0.000235,0.893435,-5.117111,6.029648,241.0938,242.2717,242.421,46474,,,
1/30/2020,12:54:40 PM,0.878333,244.2541,0.02618,0.000235,0.893434,-5.116966,6.029423,241.1049,242.2698,242.4224,46480,,,
1/30/2020,12:54:46 PM,0.87851,244.2584,0.026166,0.000236,0.89388,-5.120644,4.246074,241.1185,242.272,242.4249,46486,,,
1/30/2020,12:54:52 PM,0.87803,244.263,0.026265,0.000251,0.894123,-5.115973,6.030005,241.1332,242.2707,242.4268,46492,,,
1/30/2020,12:54:58 PM,0.878031,244.2641,0.026243,0.000472,0.899007,-5.115669,6.030111,241.1431,242.2702,242.4274,46498,,,
1/30/2020,12:55:04 PM,0.878129,244.2687,0.026226,0.000692,0.914567,-5.115523,6.030058,241.1541,242.2716,242.4311,46504,,,
1/30/2020,12:55:11 PM,0.878513,244.2733,0.026195,0.000688,0.932995,-5.115735,5.885268,241.1648,242.2707,242.4332,46511,,,
1/30/2020,12:55:17 PM,0.878632,244.2723,0.026287,0.000687,0.950768,-5.11555,6.030005,241.1684,242.2688,242.4332,46517,,,
1/30/2020,12:55:23 PM,0.878908,244.2735,0.026205,0.000686,0.969303,-5.115589,6.030032,241.1784,242.2703,242.4356,46523,,,
1/30/2020,12:55:29 PM,0.879043,244.2802,0.026296,0.000682,0.987976,-5.115576,4.394596,241.1807,242.2708,242.438,46529,,,
1/30/2020,12:55:35 PM,0.879165,244.2789,0.026318,0.000681,1.004788,-5.115418,4.3266,241.1886,242.2741,242.4404,46535,,,
1/30/2020,12:55:41 PM,0.879167,244.2864,0.026297,0.000681,1.02359,-5.115338,6.030019,241.1923,242.2761,242.4469,46541,,,
1/30/2020,12:55:47 PM,0.879374,244.2855,0.02623,0.000679,1.044059,-5.115669,6.030072,241.1979,242.2792,242.4517,46547,,,
1/30/2020,12:55:53 PM,0.879642,244.2898,0.026268,0.000682,1.064647,-5.115444,6.030032,241.2048,242.2839,242.4565,46553,,,
1/30/2020,12:55:59 PM,0.880417,244.2902,0.026253,0.000685,1.08632,-5.115457,6.040551,241.2097,242.2882,242.4604,46559,,,
1/30/2020,12:56:05 PM,0.880251,244.2895,0.026725,0.000636,1.089019,-5.124468,6.036224,241.2177,242.2915,242.4632,46565,,,
1/30/2020,12:56:11 PM,0.88039,244.2928,0.026699,0.000627,1.089615,-5.12636,6.038606,241.2207,242.2987,242.4648,46571,,,
1/30/2020,12:56:17 PM,0.880341,244.2899,0.026728,0.000622,1.089469,-5.125063,6.037481,241.2267,242.2993,242.47,46577,,,
1/30/2020,12:56:23 PM,0.880363,244.2928,0.026611,0.000606,1.093425,-5.115894,6.048847,241.2313,242.3034,242.4701,46583,,,
1/30/2020,12:56:29 PM,0.880986,244.2939,0.026661,0.00057,1.11445,-5.133703,6.075177,241.2307,242.3057,242.4718,46589,,,
1/30/2020,12:56:35 PM,0.881032,244.288,0.026859,0.000572,1.116038,-5.157797,6.064804,241.2353,242.3049,242.474,46595,,,
1/30/2020,12:56:41 PM,0.88094,244.2909,0.026759,0.000572,1.116091,-5.147675,6.066471,241.2342,242.3068,242.4698,46601,,,
1/30/2020,12:56:47 PM,0.880349,244.284,0.027029,0.000571,1.114648,-5.142595,6.056495,241.2349,242.3049,242.4706,46607,,,
1/30/2020,12:56:53 PM,0.881017,244.2845,0.026942,0.000571,1.114992,-5.143865,6.06147,241.2392,242.3074,242.4691,46613,,,
1/30/2020,12:56:59 PM,0.880973,244.2873,0.026885,0.00057,1.115429,-5.146498,6.061734,241.2372,242.3057,242.4686,46619,,,
1/30/2020,12:57:05 PM,0.881026,244.287,0.026887,0.00057,1.115773,-5.146352,6.064036,241.2376,242.3045,242.4668,46625,,,
1/30/2020,12:57:11 PM,0.880943,244.2913,0.026719,0.00057,1.115773,-5.147966,6.064711,241.2389,242.3061,242.4676,46631,,,
1/30/2020,12:57:17 PM,0.881175,244.2924,0.026985,0.000569,1.115535,-5.148125,6.0584,241.2393,242.303,242.4669,46637,,,
1/30/2020,12:57:23 PM,0.880913,244.2991,0.027025,0.00057,1.115879,-5.148496,6.060795,241.2401,242.3027,242.4631,46643,,,
1/30/2020,12:57:29 PM,0.880997,244.3005,0.026867,0.000569,1.115561,-5.145982,6.066047,241.2379,242.301,242.4631,46649,,,
1/30/2020,12:57:35 PM,0.881034,244.3013,0.026755,0.00057,1.114886,-5.14397,6.06049,241.2422,242.3005,242.4637,46655,,,
1/30/2020,12:57:41 PM,0.880933,244.3058,0.02691,0.000569,1.116157,-5.146736,6.06094,241.2403,242.2997,242.4622,46661,,,
1/30/2020,12:57:47 PM,0.88097,244.3062,0.026724,0.000568,1.115945,-5.148681,6.065518,241.2414,242.2983,242.4626,46667,,,
1/30/2020,12:57:53 PM,0.880977,244.3105,0.026812,0.000568,1.117347,-5.149197,6.066352,241.2449,242.2972,242.4643,46673,,,
1/30/2020,12:57:59 PM,0.881066,244.313,0.026837,0.000569,1.116091,-5.146643,6.063176,241.2477,242.2975,242.4631,46679,,,
1/30/2020,12:58:05 PM,0.880931,244.3131,0.026769,0.000569,1.115945,-5.151684,6.06225,241.2499,242.2967,242.4652,46685,,,
1/30/2020,12:58:11 PM,0.880878,244.3167,0.026775,0.000568,1.116699,-5.151923,6.059009,241.2565,242.2958,242.4686,46691,,,
1/30/2020,12:58:17 PM,0.880941,244.3125,0.026776,0.000568,1.115588,-5.150361,6.060728,241.2604,242.2951,242.4653,46697,,,
1/30/2020,12:58:23 PM,0.880868,244.3163,0.026664,0.000568,1.115403,-5.143957,6.057857,241.2302,242.2972,242.4688,46703,,,
1/30/2020,12:58:29 PM,0.880849,244.3135,0.026632,0.000567,1.114767,-5.138189,6.052988,241.2157,242.2961,242.4688,46709,,,
1/30/2020,12:58:35 PM,0.880809,244.3118,0.026751,0.000567,1.115773,-5.146881,6.058109,241.2019,242.2975,242.4718,46715,,,
1/30/2020,12:58:41 PM,0.880834,244.309,0.026933,0.000567,1.115283,-5.142184,6.055542,241.16,242.2977,242.4718,46721,,,
1/30/2020,12:58:47 PM,0.880871,244.3111,0.02685,0.000566,1.116157,-5.145082,6.057116,241.13,242.3002,242.4707,46727,,,
1/30/2020,12:58:53 PM,0.880715,244.3077,0.026667,0.000566,1.114556,-5.14532,6.05492,241.1053,242.2971,242.4712,46733,,,
1/30/2020,12:58:59 PM,0.880584,244.308,0.026872,0.000566,1.114119,-5.139842,6.050977,241.0806,242.3021,242.4715,46739,,,
1/30/2020,12:59:05 PM,0.880659,244.3055,0.026734,0.000566,1.11482,-5.139154,6.054536,241.051,242.3029,242.4718,46745,,,
1/30/2020,12:59:11 PM,0.880595,244.3056,0.026547,0.000565,1.113815,-5.139922,6.05361,241.0247,242.3037,242.4737,46751,,,
1/30/2020,12:59:17 PM,0.880695,244.3003,0.02688,0.000564,1.113894,-5.139075,6.050236,240.9964,242.3043,242.4731,46757,,,
1/30/2020,12:59:23 PM,0.880523,244.3042,0.027104,0.000565,1.113457,-5.136045,6.046505,240.9717,242.3081,242.4739,46763,,,
1/30/2020,12:59:29 PM,0.880687,244.2999,0.027127,0.000565,1.113643,-5.135886,6.048714,240.9772,242.3084,242.475,46769,,,
1/30/2020,12:59:35 PM,0.880589,244.2985,0.027125,0.000564,1.113471,-5.13619,6.049098,241.0039,242.3103,242.4774,46775,,,
1/30/2020,12:59:41 PM,0.880644,244.295,0.02677,0.000565,1.113193,-5.135039,6.048529,241.0102,242.3119,242.4788,46781,,,
1/30/2020,12:59:47 PM,0.880592,244.2956,0.026536,0.000565,1.113272,-5.135079,6.047193,241.0124,242.3139,242.4782,46787,,,
1/30/2020,12:59:53 PM,0.880638,244.2901,0.026738,0.000564,1.113643,-5.13803,6.046928,241.0118,242.3158,242.4793,46793,,,
1/30/2020,12:59:59 PM,0.880719,244.2914,0.02709,0.000564,1.113047,-5.135079,6.04849,241.0107,242.3164,242.482,46799,,,
1/30/2020,1:00:05 PM,0.880046,244.2862,0.026746,0.000562,1.11015,-5.114888,6.029953,241.0123,242.3188,242.4826,46805,,,
1/30/2020,1:00:11 PM,0.880034,244.282,0.026544,0.000563,1.109687,-5.115841,6.030005,241.0132,242.3172,242.4848,46811,,,
1/30/2020,1:00:17 PM,0.880062,244.2816,0.026591,0.000569,1.110269,-5.116463,6.03031,241.0129,242.3186,242.4867,46817,,,
1/30/2020,1:00:23 PM,0.880017,244.281,0.026542,0.000584,1.11097,-5.114968,6.030098,241.018,242.32,242.4881,46823,,,
1/30/2020,1:00:29 PM,0.880133,244.2771,0.026564,0.000604,1.11052,-5.115497,6.02986,241.0156,242.3212,242.4887,46829,,,
1/30/2020,1:00:35 PM,0.879863,244.2757,0.026623,0.000622,1.110864,-5.115074,6.029953,241.0144,242.3244,242.4912,46835,,,
1/30/2020,1:00:41 PM,0.880132,244.2768,0.02662,0.000636,1.110891,-5.115682,6.030191,241.0095,242.3247,242.4934,46841,,,
1/30/2020,1:00:47 PM,0.880343,244.2705,0.026701,0.000633,1.108602,-5.115947,6.029979,241.01,242.3275,242.494,46847,,,
1/30/2020,1:00:53 PM,0.880009,244.2733,0.026706,0.000636,1.108152,-5.115457,6.029992,241.0085,242.3294,242.4951,46853,,,
1/30/2020,1:00:59 PM,0.880003,244.274,0.026707,0.000643,1.10843,-5.11641,5.662504,241.0107,242.3284,242.4981,46859,,,
1/30/2020,1:01:05 PM,0.880138,244.2719,0.026735,0.000644,1.109422,-5.115523,6.028881,241.009,242.3305,242.4959,46865,,,
1/30/2020,1:01:11 PM,0.880461,244.2692,0.026786,0.000643,1.110414,-5.115576,6.030098,241.0105,242.3316,242.4982,46871,,,
1/30/2020,1:01:17 PM,0.88012,244.2683,0.026844,0.000643,1.11183,-5.115285,6.029886,240.9932,242.3352,242.4975,46877,,,
1/30/2020,1:01:23 PM,0.880039,244.2671,0.02697,0.000642,1.113696,-5.116185,6.029979,240.9868,242.3346,242.4992,46883,,,
1/30/2020,1:01:29 PM,0.880273,244.2631,0.026952,0.000642,1.114556,-5.116106,6.030125,240.9729,242.3333,242.4978,46889,,,
1/30/2020,1:01:35 PM,0.880224,244.2626,0.027034,0.000641,1.114741,-5.11637,6.030548,240.9543,242.3353,242.499,46895,,,
1/30/2020,1:01:41 PM,0.880044,244.2612,0.027225,0.000642,1.115905,-5.116264,6.030032,240.931,242.3342,242.4998,46901,,,
1/30/2020,1:01:47 PM,0.880018,244.2545,0.027227,0.000642,1.117017,-5.115179,6.029847,240.9076,242.3375,242.5018,46907,,,
1/30/2020,1:01:53 PM,0.879981,244.2529,0.027507,0.000643,1.117586,-5.116397,6.029913,240.8812,242.3381,242.5029,46913,,,
1/30/2020,1:01:59 PM,0.880103,244.249,0.027772,0.000643,1.117863,-5.114134,6.030323,240.8487,242.3393,242.5066,46919,,,
1/30/2020,1:02:05 PM,0.88019,244.2426,0.028229,0.000645,1.118499,-5.116952,6.030111,240.8163,242.3392,242.5038,46925,,,
1/30/2020,1:02:11 PM,0.880146,244.2416,0.028504,0.000647,1.11871,-5.115325,6.030058,240.7815,242.3428,242.51,46931,,,
1/30/2020,1:02:17 PM,0.880087,244.2352,0.028895,0.000649,1.118829,-5.116503,6.030098,240.7411,242.3477,242.5077,46937,,,
1/30/2020,1:02:23 PM,0.880031,244.2345,0.029222,0.00065,1.119293,-5.114915,6.030058,240.7106,242.3452,242.5115,46943,,,
1/30/2020,1:02:29 PM,0.880079,244.231,0.029581,0.000652,1.12002,-5.116291,6.029899,240.6832,242.3479,242.5097,46949,,,
1/30/2020,1:02:35 PM,0.880198,244.2275,0.029941,0.000653,1.120669,-5.114862,6.030151,240.6593,242.3484,242.5095,46955,,,
1/30/2020,1:02:41 PM,0.880235,244.2213,0.030246,0.000656,1.121555,-5.116198,6.030111,240.6326,242.3455,242.5091,46961,,,
1/30/2020,1:02:47 PM,0.880259,244.2214,0.030612,0.000657,1.122349,-5.115272,6.029939,240.6069,242.349,242.5088,46967,,,
1/30/2020,1:02:53 PM,0.880076,244.2162,0.031032,0.000659,1.123275,-5.115934,6.029873,240.5814,242.3503,242.5068,46973,,,
1/30/2020,1:02:59 PM,0.880055,244.2103,0.031356,0.00066,1.123804,-5.115497,6.029953,240.5586,242.3495,242.508,46979,,,
1/30/2020,1:03:05 PM,0.879948,244.2071,0.031768,0.000663,1.124109,-5.116317,6.029899,240.5391,242.3512,242.5071,46985,,,
1/30/2020,1:03:11 PM,0.880158,244.2011,0.03216,0.000666,1.124492,-5.11514,6.030019,240.5227,242.3512,242.5076,46991,,,
1/30/2020,1:03:17 PM,0.88033,244.1931,0.032607,0.000667,1.125207,-5.116886,6.030217,240.5054,242.352,242.5096,46997,,,
1/30/2020,1:03:23 PM,0.880261,244.1905,0.033008,0.000669,1.125564,-5.116688,6.029979,240.4892,242.3496,242.5077,47003,,,
1/30/2020,1:03:29 PM,0.880133,244.185,0.03347,0.00067,1.126265,-5.116436,6.029966,240.4744,242.3526,242.5113,47009,,,
1/30/2020,1:03:35 PM,0.880189,244.184,0.033864,0.000673,1.127324,-5.116211,6.029992,240.4653,242.3519,242.5127,47015,,,
1/30/2020,1:03:41 PM,0.880473,244.1795,0.034272,0.000676,1.127575,-5.115616,6.030111,240.4541,242.3543,242.5151,47021,,,
1/30/2020,1:03:47 PM,0.880195,244.1787,0.034742,0.000677,1.127483,-5.116,6.030323,240.4453,242.3557,242.5191,47027,,,
1/30/2020,1:03:53 PM,0.880126,244.1771,0.035196,0.000679,1.128131,-5.115788,5.630379,240.4326,242.3584,242.5174,47033,,,
1/30/2020,1:03:59 PM,0.880063,244.1736,0.035649,0.000681,1.128991,-5.115973,6.029992,240.4272,242.3548,242.5204,47039,,,
1/30/2020,1:04:05 PM,0.880313,244.1701,0.036052,0.000685,1.129534,-5.116132,6.029886,240.4162,242.3589,242.521,47045,,,
1/30/2020,1:04:11 PM,0.880314,244.1722,0.036477,0.000686,1.130883,-5.115934,6.029542,240.4142,242.3606,242.5218,47051,,,
1/30/2020,1:04:17 PM,0.880215,244.1666,0.036941,0.000688,1.131505,-5.115404,6.030125,240.4071,242.3641,242.5246,47057,,,
1/30/2020,1:04:23 PM,0.880263,244.1673,0.037393,0.000692,1.132127,-5.116886,6.029979,240.4021,242.3646,242.5245,47063,,,
1/30/2020,1:04:29 PM,0.880185,244.1609,0.03778,0.000693,1.132815,-5.117138,6.029635,240.3971,242.3627,242.5245,47069,,,
1/30/2020,1:04:35 PM,0.880036,244.1609,0.038343,0.000696,1.132709,-5.116264,6.029939,240.3943,242.3655,242.5243,47075,,,
1/30/2020,1:04:41 PM,0.880294,244.1563,0.038787,0.000699,1.133027,-5.113962,6.030098,240.3918,242.3679,242.5231,47081,,,
1/30/2020,1:04:47 PM,0.880301,244.1524,0.039255,0.000702,1.133543,-5.114835,6.030177,240.3907,242.3677,242.5232,47087,,,
1/30/2020,1:04:53 PM,0.880409,244.151,0.039783,0.000704,1.134019,-5.116225,6.030072,240.3871,242.3688,242.5238,47093,,,
1/30/2020,1:04:59 PM,0.880285,244.1485,0.040209,0.000707,1.134866,-5.115523,6.029145,240.3874,242.3661,242.5224,47099,,,
1/30/2020,1:05:05 PM,0.880199,244.1468,0.040641,0.00071,1.135448,-5.114663,6.029926,240.3885,242.3688,242.5241,47105,,,
1/30/2020,1:05:11 PM,0.880338,244.1471,0.041204,0.000711,1.135329,-5.114743,6.030111,240.3915,242.368,242.523,47111,,,
1/30/2020,1:05:17 PM,0.880419,244.1443,0.041643,0.000716,1.13603,-5.114862,6.029979,240.3913,242.3712,242.5227,47117,,,
1/30/2020,1:05:23 PM,0.880318,244.1397,0.042122,0.000718,1.13775,-5.11555,6.030125,240.3935,242.3706,242.5219,47123,,,
1/30/2020,1:05:29 PM,0.880366,244.1387,0.042564,0.000721,1.138994,-5.114822,6.029939,240.3972,242.3699,242.523,47129,,,
1/30/2020,1:05:35 PM,0.880195,244.1327,0.043015,0.000723,1.137684,-5.116106,6.029992,240.3977,242.369,242.5235,47135,,,
1/30/2020,1:05:41 PM,0.880364,244.1355,0.043436,0.000726,1.137644,-5.114359,5.992958,240.404,242.3712,242.5257,47141,,,
1/30/2020,1:05:47 PM,0.88049,244.1299,0.043872,0.000728,1.1391,-5.114677,6.029926,240.4077,242.369,242.5236,47147,,,
1/30/2020,1:05:53 PM,0.880425,244.1305,0.044341,0.00073,1.140013,-5.114756,6.030297,240.4104,242.369,242.5301,47153,,,
1/30/2020,1:05:59 PM,0.880505,244.1284,0.044766,0.000732,1.140807,-5.116542,6.029926,240.4132,242.3712,242.5274,47159,,,
1/30/2020,1:06:05 PM,0.880394,244.1252,0.045202,0.000735,1.142434,-5.11551,6.029807,240.4189,242.3682,242.5314,47165,,,
1/30/2020,1:06:11 PM,0.880175,244.1241,0.045607,0.000737,1.143665,-5.115669,6.029886,240.4249,242.3694,242.5284,47171,,,
1/30/2020,1:06:17 PM,0.880353,244.1191,0.045978,0.000739,1.144776,-5.115246,6.030085,240.4293,242.3652,242.5319,47177,,,
1/30/2020,1:06:23 PM,0.880608,244.1184,0.046357,0.00074,1.14598,-5.114716,6.030045,240.432,242.3672,242.5297,47183,,,
1/30/2020,1:06:29 PM,0.88055,244.118,0.046756,0.000744,1.147184,-5.115444,6.029913,240.4395,242.3683,242.5335,47189,,,
1/30/2020,1:06:35 PM,0.880338,244.1142,0.04713,0.000745,1.147833,-5.115537,6.029873,240.4441,242.3661,242.5344,47195,,,
1/30/2020,1:06:41 PM,0.880364,244.111,0.047473,0.000747,1.147925,-5.115748,6.029926,240.4496,242.3689,242.5338,47201,,,
1/30/2020,1:06:47 PM,0.880285,244.1071,0.047786,0.000749,1.14864,-5.115642,6.030098,240.4576,242.3694,242.535,47207,,,
1/30/2020,1:06:53 PM,0.880247,244.1036,0.048185,0.000749,1.149129,-5.114968,6.029939,240.4666,242.3692,242.5362,47213,,,
1/30/2020,1:06:59 PM,0.880622,244.1036,0.048445,0.000752,1.15032,-5.116661,6.029873,240.4709,242.3711,242.5358,47219,,,
1/30/2020,1:07:05 PM,0.88022,244.1014,0.048781,0.000753,1.152225,-5.11514,6.02986,240.4796,242.3699,242.5369,47225,,,
1/30/2020,1:07:11 PM,0.880134,244.0997,0.048999,0.000755,1.15417,-5.116119,6.029926,240.4849,242.3684,242.5365,47231,,,
1/30/2020,1:07:17 PM,0.880437,244.0982,0.049352,0.000756,1.155097,-5.114134,6.030177,240.4929,242.3651,242.5374,47237,,,
1/30/2020,1:07:23 PM,0.880349,244.0961,0.049591,0.000758,1.155176,-5.116225,6.030058,240.4975,242.3678,242.5385,47243,,,
1/30/2020,1:07:29 PM,0.880457,244.0989,0.049891,0.000759,1.155838,-5.115034,6.030005,240.5062,242.3695,242.5384,47249,,,
1/30/2020,1:07:35 PM,0.880329,244.0971,0.050175,0.000761,1.156248,-5.115298,6.029886,240.5119,242.3683,242.5389,47255,,,
1/30/2020,1:07:41 PM,0.880282,244.095,0.050425,0.000761,1.156764,-5.116701,5.935308,240.5169,242.3676,242.5391,47261,,,
1/30/2020,1:07:47 PM,0.880446,244.0973,0.050642,0.000763,1.157081,-5.115881,6.030032,240.5232,242.3664,242.5392,47267,,,
1/30/2020,1:07:53 PM,0.880577,244.0938,0.050836,0.000764,1.157558,-5.11469,6.029992,240.5313,242.3652,242.5375,47273,,,
1/30/2020,1:07:59 PM,0.880495,244.0962,0.051041,0.000765,1.157862,-5.115907,6.030085,240.5379,242.3672,242.5384,47279,,,
1/30/2020,1:08:05 PM,0.880312,244.0965,0.051366,0.000766,1.158391,-5.11424,6.029847,240.5437,242.3671,242.5365,47285,,,
1/30/2020,1:08:11 PM,0.880312,244.0939,0.051562,0.000767,1.15904,-5.114465,6.029939,240.55,242.3647,242.5377,47291,,,
1/30/2020,1:08:17 PM,0.880302,244.0971,0.051707,0.000769,1.159251,-5.114716,6.029794,240.5572,242.3615,242.5386,47297,,,
1/30/2020,1:08:23 PM,0.880453,244.0909,0.051893,0.00077,1.160058,-5.115854,6.030005,240.5639,242.3649,242.5365,47303,,,
1/30/2020,1:08:29 PM,0.880403,244.095,0.052146,0.00077,1.16109,-5.115616,6.030125,240.5726,242.3603,242.5356,47309,,,
1/30/2020,1:08:35 PM,0.880256,244.0946,0.052312,0.000771,1.161911,-5.114147,6.029913,240.5785,242.3613,242.5346,47315,,,
1/30/2020,1:08:41 PM,0.880522,244.0916,0.052502,0.000772,1.162321,-5.115722,5.905485,240.5829,242.3568,242.5307,47321,,,
1/30/2020,1:08:47 PM,0.880334,244.0937,0.052785,0.000772,1.162744,-5.114835,6.030005,240.5906,242.3536,242.529,47327,,,
1/30/2020,1:08:53 PM,0.880505,244.0914,0.052808,0.000774,1.163975,-5.115007,6.029847,240.5952,242.3488,242.5253,47333,,,
1/30/2020,1:08:59 PM,0.880408,244.0853,0.052955,0.000774,1.164822,-5.116159,6.029939,240.6033,242.3495,242.5219,47339,,,
1/30/2020,1:09:05 PM,0.880378,244.0866,0.053083,0.000775,1.165615,-5.114452,6.029886,240.6076,242.3481,242.5183,47345,,,
1/30/2020,1:09:11 PM,0.880294,244.0875,0.053227,0.000775,1.165721,-5.114597,6.029847,240.6161,242.3446,242.5198,47351,,,
1/30/2020,1:09:17 PM,0.880312,244.0857,0.053387,0.000778,1.16592,-5.113658,6.030085,240.6226,242.3448,242.5165,47357,,,
1/30/2020,1:09:23 PM,0.880476,244.0863,0.053547,0.000777,1.166542,-5.11596,6.030032,240.6312,242.3441,242.514,47363,,,
1/30/2020,1:09:29 PM,0.88055,244.084,0.053658,0.000778,1.167415,-5.116211,6.030058,240.6373,242.3392,242.5112,47369,,,
1/30/2020,1:09:35 PM,0.880395,244.0825,0.053762,0.000778,1.168394,-5.115431,6.029781,240.6434,242.3387,242.5075,47375,,,
1/30/2020,1:09:41 PM,0.880358,244.0799,0.053931,0.000779,1.168897,-5.114981,6.029873,240.6485,242.3343,242.507,47381,,,
1/30/2020,1:09:47 PM,0.88035,244.0785,0.053994,0.000779,1.169836,-5.115034,6.030098,240.6575,242.3338,242.5044,47387,,,
1/30/2020,1:09:53 PM,0.880581,244.082,0.054167,0.000779,1.170246,-5.115418,6.030005,240.6656,242.3311,242.5048,47393,,,
1/30/2020,1:09:59 PM,0.880391,244.0773,0.05427,0.000779,1.170934,-5.114743,6.029807,240.6753,242.3341,242.5016,47399,,,
1/30/2020,1:10:05 PM,0.880345,244.079,0.054378,0.00078,1.17153,-5.116595,6.02986,240.6838,242.3344,242.5021,47405,,,
1/30/2020,1:10:11 PM,0.880416,244.0773,0.054425,0.00078,1.171728,-5.115457,6.030005,240.6915,242.3314,242.4996,47411,,,
1/30/2020,1:10:18 PM,0.880542,244.0769,0.054531,0.000781,1.172866,-5.114558,6.030138,240.6993,242.333,242.5002,47418,,,
1/30/2020,1:10:24 PM,0.880482,244.0734,0.054665,0.000781,1.173329,-5.11469,6.029939,240.7073,242.3316,242.4952,47424,,,
1/30/2020,1:10:30 PM,0.88044,244.0748,0.054726,0.000783,1.173634,-5.113618,6.030045,240.7141,242.3303,242.4967,47430,,,
1/30/2020,1:10:36 PM,0.880592,244.0723,0.054862,0.000782,1.173978,-5.11461,6.030349,240.7259,242.3315,242.4927,47436,,,
1/30/2020,1:10:42 PM,0.880484,244.0723,0.054958,0.000783,1.175341,-5.114346,6.029926,240.7023,242.3327,242.4934,47442,,,
1/30/2020,1:10:48 PM,0.880415,244.0688,0.05501,0.000783,1.176201,-5.116039,6.029754,240.7064,242.3325,242.4905,47448,,,
1/30/2020,1:10:54 PM,0.880357,244.0692,0.055082,0.000783,1.177987,-5.114359,6.02982,240.6933,242.3315,242.4926,47454,,,
1/30/2020,1:11:00 PM,0.880528,244.0706,0.055184,0.000784,1.178767,-5.114928,6.029966,240.6702,242.332,242.4934,47460,,,
1/30/2020,1:11:06 PM,0.880744,244.0656,0.055315,0.000783,1.17976,-5.116145,6.030257,240.6573,242.3311,242.4936,47466,,,
1/30/2020,1:11:12 PM,0.880659,244.0657,0.055382,0.000783,1.179786,-5.115775,6.029926,240.6417,242.3299,242.4943,47472,,,
1/30/2020,1:11:18 PM,0.880481,244.061,0.055438,0.000783,1.179839,-5.115682,6.029781,240.6318,242.3286,242.4933,47478,,,
1/30/2020,1:11:24 PM,0.880314,244.0554,0.055539,0.000785,1.180593,-5.114372,6.029741,240.6181,242.3311,242.4928,47484,,,
1/30/2020,1:11:30 PM,0.880392,244.0572,0.055555,0.000784,1.180752,-5.113777,6.029953,240.6065,242.3292,242.4941,47490,,,
1/30/2020,1:11:36 PM,0.880405,244.0551,0.05568,0.000784,1.181242,-5.116013,4.597935,240.5939,242.3264,242.4961,47496,,,
1/30/2020,1:11:42 PM,0.880575,244.0526,0.055751,0.000785,1.180898,-5.115881,6.029847,240.5818,242.3303,242.4963,47502,,,
1/30/2020,1:11:48 PM,0.880487,244.0541,0.055836,0.000786,1.181533,-5.115206,6.029701,240.5941,242.3298,242.4955,47508,,,
1/30/2020,1:11:54 PM,0.880323,244.0515,0.055866,0.000784,1.182115,-5.114968,6.029767,240.6136,242.3295,242.4955,47514,,,
1/30/2020,1:12:00 PM,0.880497,244.0512,0.0559,0.000785,1.182869,-5.114888,6.030058,240.6209,242.3317,242.4944,47520,,,
1/30/2020,1:12:06 PM,0.880659,244.0529,0.056007,0.000786,1.18406,-5.115748,6.030032,240.6234,242.3301,242.4971,47526,,,
1/30/2020,1:12:12 PM,0.88064,244.053,0.056068,0.000785,1.184801,-5.11645,6.030019,240.6234,242.3326,242.4966,47532,,,
1/30/2020,1:12:18 PM,0.880473,244.0508,0.056137,0.000786,1.184999,-5.115881,6.029661,240.6237,242.3323,242.4952,47538,,,
1/30/2020,1:12:24 PM,0.880456,244.0483,0.056139,0.000786,1.185211,-5.114902,6.029807,240.6226,242.3332,242.4985,47544,,,
1/30/2020,1:12:30 PM,0.880351,244.049,0.056204,0.000786,1.185582,-5.113883,6.029807,240.6234,242.334,242.4963,47550,,,
1/30/2020,1:12:36 PM,0.880376,244.0472,0.05633,0.000787,1.186389,-5.115709,6.030138,240.6212,242.3309,242.499,47556,,,
1/30/2020,1:12:42 PM,0.880604,244.0453,0.05639,0.000786,1.186852,-5.114531,6.030072,240.6166,242.3331,242.5007,47562,,,
1/30/2020,1:12:48 PM,0.880509,244.0454,0.056367,0.000786,1.187553,-5.116251,6.029648,240.6166,242.3323,242.4982,47568,,,
1/30/2020,1:12:54 PM,0.880409,244.0418,0.056547,0.000787,1.188228,-5.114531,6.029754,240.615,242.3314,242.4977,47574,,,
1/30/2020,1:13:00 PM,0.880446,244.0407,0.05653,0.000787,1.189273,-5.113618,6.029966,240.6136,242.332,242.4966,47580,,,
1/30/2020,1:13:06 PM,0.880669,244.0397,0.056586,0.000787,1.189829,-5.114518,6.02982,240.6121,242.3295,242.4982,47586,,,
1/30/2020,1:13:12 PM,0.880681,244.0379,0.056633,0.000788,1.189697,-5.114597,6.029992,240.6106,242.3336,242.4963,47592,,,
